부모Claim번호,최초상태,최초사유,재시도여부,재시도상태,재시도사유,최종상태,최종사유,발견수치수,생성자식수,진단번호JSON,원문SHA256,실행서명
A00308_33,PASS,,N,,,PASS,,3,3,[],4672A0BC884932D50F8AFE244FDE2EAC67054D400D93410D658268377572981E,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A00312_11,HUMAN_REVIEW,KOSIS_CATALOG_UNAVAILABLE,Y,HUMAN_REVIEW,KOSIS_CATALOG_UNAVAILABLE,HUMAN_REVIEW,KOSIS_CATALOG_UNAVAILABLE,4,1,"[""02c3ce642b98""]",17E73278E25A7E695BB287BE5C61E9BD25FF26EEAEEEAB2F727C9E5AD74A9CD3,95DFDD6CC88E71904A82CBBE77E658C906D10DB86ED9C2676CA09D6AFAE417FF
A00312_4,PASS,,N,,,PASS,,3,1,[],B79DC2970BBE9506040C2F60EE95C243A3EF353C7C6247FCA83AE41799018EAE,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A00354_11,PASS,,N,,,PASS,,3,1,[],0F476E287AEC8C12F584B5B1B3EFD343ED7382C928F45310AD678AD5509CECCB,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A00365_2,PASS,,N,,,PASS,,3,1,[],0288E86D33B30582734C8C6C42AE73D00ED568DF732F30FF5BA586FBED7F463D,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A00368_5,PASS,,N,,,PASS,,2,1,[],A36B923FF4B4D93B7F03016C6D85DE2A627E31AB994E7E93D6FAC317F743C96B,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A00368_9,PASS,,N,,,PASS,,3,1,[],ADABED3E722D72C7200783015B7B957A981328BB444356C2C50C4A929123E3C2,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A00382_5,PASS,,N,,,PASS,,3,1,[],AFA40E4948EDB6DA3B82DF9941FAC3C88BAC158181EC7193B1BA7BAD16502475,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A00433_3,HUMAN_REVIEW,KOSIS_CATALOG_UNAVAILABLE,Y,HUMAN_REVIEW,KOSIS_CATALOG_UNAVAILABLE,HUMAN_REVIEW,KOSIS_CATALOG_UNAVAILABLE,2,1,"[""10014e417050""]",EB22C9701B0602E73E38451FB5AEC351B7B7D75F624F6B1238C225D5CE4BD077,95DFDD6CC88E71904A82CBBE77E658C906D10DB86ED9C2676CA09D6AFAE417FF
A00509_10,PASS,,N,,,PASS,,5,1,[],B7A4E2ABFA5B7A120808E57C1CEB65EFA22EDCAC79FB4F0EC2D6ADBE786606BB,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A00514_8,PASS,,N,,,PASS,,2,1,[],838085999E865A06592E46EE57A9DCD73B4FDFB123CDC1F1C34752D4FF685193,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A00526_14,PASS,,N,,,PASS,,2,1,[],47779F7AFC40029F523BF980EDAB5058744D778A2FA928E5AC27BB32629A75EA,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A00579_13,HUMAN_REVIEW,KOSIS_CATALOG_UNAVAILABLE,Y,HUMAN_REVIEW,KOSIS_CATALOG_UNAVAILABLE,HUMAN_REVIEW,KOSIS_CATALOG_UNAVAILABLE,3,1,"[""9de8d52eaf65""]",B3D3173FD079C271C40407358BEB0EA2CFCCFFC35833A179EFF67CF945D82739,95DFDD6CC88E71904A82CBBE77E658C906D10DB86ED9C2676CA09D6AFAE417FF
A00588_15,PASS,,N,,,PASS,,2,1,[],CE0BA78087494DC1D1FB4732990E4F84DD2550E1B32057CFD16E2387BC196098,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A00588_16,PASS,,N,,,PASS,,3,2,[],BD99536B7DD218BB2426B7E05B3FEF0A6B57437B5084B4B7C2EEB9605D5BAA39,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A00588_18,PASS,,N,,,PASS,,2,1,[],7A8EE8D3C07CD5E3EB131147FEDBED314AB9086CBD827385040904C4D1E0CE3B,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A00692_3,PASS,,N,,,PASS,,3,1,[],2574E023FCD0BF4C52DF1750C63F6E15532E7F07CA35F3DC60E0EE572D4A30AD,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A00692_4,PASS,,N,,,PASS,,3,2,[],977A1B6BB94F709A6657AB74E654C3C7B4E1561DA9C058BD5522AB7741356610,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A00723_14,PASS,,N,,,PASS,,2,1,[],70E9790AFDF6F55B0E7A1C4272CBA6AF315EE314BBF94DC6604AA269CAA65187,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A00782_8,PASS,,N,,,PASS,,4,2,[],5C9099F2BC71543A1256F913D762BF504537E7347A64E3A60CE83A68E810BF08,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A00838_3,HUMAN_REVIEW,KOSIS_CATALOG_UNAVAILABLE,Y,HUMAN_REVIEW,KOSIS_CATALOG_UNAVAILABLE,HUMAN_REVIEW,KOSIS_CATALOG_UNAVAILABLE,2,1,"[""24b267c1f0b3""]",67C1DF4712E239D231B661E93AD1B084F196E427FBF2229E75C95AAC09A646C2,95DFDD6CC88E71904A82CBBE77E658C906D10DB86ED9C2676CA09D6AFAE417FF
A00922_18,PASS,,N,,,PASS,,2,1,[],32FD932F4B5AF18B558D96CF2905CF91518066E1ABC7B4E2F7C1067EAD7F992F,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A00922_19,PASS,,N,,,PASS,,2,1,[],BDD073547BA242A1E506A190016384C9CE36F83CC8BC69EE4D9F874CAAF41993,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A00922_24,PASS,,N,,,PASS,,2,1,[],05037A76F2E6A5F62C038E3A0D19B6522C670F552F035CAB47769D88452B1763,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A00922_8,PASS,,N,,,PASS,,2,1,[],0578DBB42EE0973D87A4A09663A94C475C1E8B534F598D69A576567FDB00619F,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01111_14,PASS,,N,,,PASS,,3,1,[],2EBEBCF3EE214D341936AF9DDE391FD7093083345EB757DFEB88C7090F81588A,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01124_14,PASS,,N,,,PASS,,2,1,[],34EC8C5D5DE681F1E3CB38DC593D96DD86E5640D945B8E0CDF43D3B51532DA54,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01124_20,HUMAN_REVIEW,KOSIS_CATALOG_UNAVAILABLE,Y,PASS,,PASS,,2,1,[],E3E067768EDE4A8CEA222D523E20311975BF01562A359E5535E90C1FAA31FDA2,95DFDD6CC88E71904A82CBBE77E658C906D10DB86ED9C2676CA09D6AFAE417FF
A01124_4,PASS,,N,,,PASS,,4,1,[],DC2EDC02D9CAC52935A2E91E1E9E2C04B1ED698F983F583E1D27AD0EAF5DC5C7,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01180_3,PASS,,N,,,PASS,,4,3,[],BF11FB66252531536A7B310175931532E65FA7D1621D260B58A77BA5C20B8A92,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01278_7,PASS,,N,,,PASS,,3,1,[],673DF38FF355B75A184D03277C5188874F2E9D44F122BADC0E549F4568282CEB,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01285_1,PASS,,N,,,PASS,,2,1,[],F0E430837CF9868264B9909D23B8915A30CD80FA2F6998FD49AC7122ED4A3D05,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01285_7,PASS,,N,,,PASS,,2,1,[],8917D6EECA5A40F2F3418C2ED07097C7998A4D908BE5AA0F3F5E8486514D16A9,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01359_5,PASS,,N,,,PASS,,4,1,[],A0273BAFB92DAF8646BD86F5ED542A6B95079618B70D0E4890D753BCD02C6AC7,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01359_7,PASS,,N,,,PASS,,2,1,[],F0B31B5D5656369EB288D31E48550F854861031ABC1DC5BE51D2238336DE750D,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01385_2,PASS,,N,,,PASS,,2,1,[],EFD870C2DDB57ED61C6F43010A134479B63C83EB390DEA48B6CFE5AF433611F7,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01385_5,PASS,,N,,,PASS,,4,1,[],9F784E49DB5DA742A7F2D7EB4A3A04DFF728AB532E6575F210FB88A8DFF6FB37,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01438_17,PASS,,N,,,PASS,,2,1,[],ED64F3F5F3D22B451AF2E7F91063F0F5B7CAC0F4710E07B35950192B7FFFC995,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01480_2,PASS,,N,,,PASS,,4,1,[],804D3ED28CCA9B534FB3C90A20939D41DE8254D94256F993642E02456B43CCD0,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01480_28,HUMAN_REVIEW,GROUPING_AMBIGUOUS,N,,,HUMAN_REVIEW,GROUPING_AMBIGUOUS,5,1,[],C370B5E9B7FB79AC88C2BBCF290A1641876DEC6725D77FEE4A04432258884385,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01539_13,PASS,,N,,,PASS,,4,1,[],86FB38944A48DD63702BFC3BD6DBE42E05206A07681BEDCAD4CA69BE147D6365,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01709_28,PASS,,N,,,PASS,,2,1,[],242CE912E31CFA566A31DD77A08A6C9280869702AD087965EBCCCB366FB93A61,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01733_8,PASS,,N,,,PASS,,2,2,[],89C9DD123C83C105D960FBB83D367A77A92566F0A8939261457F2FA242AC7ED0,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01737_13,PASS,,N,,,PASS,,2,1,[],C93245F253DC364901BC5D643FFC66AA425AADA26D713DA846C4DE73A6EE71D4,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01737_15,PASS,,N,,,PASS,,2,1,[],511B59F8E6FC03478D51D4B3849A9C0A565DB58451F7C2F12DD2928E1D41F028,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01737_17,PASS,,N,,,PASS,,3,1,[],C90E93BC99E7A6F1E702D0173644C1A750A3B1E6FB0372D9F2EE8AC3B55605AD,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01737_9,PASS,,N,,,PASS,,2,1,[],63E4B39609311FAA736A34779033866E9C8C508EEC1D81E3DB97AB06674B29A9,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01752_6,HUMAN_REVIEW,KOSIS_CATALOG_UNAVAILABLE,Y,PASS,,PASS,,2,1,[],7C20F13EA5E9D1A5578329DB328D9F8793BD3CE726E778DF237A1797ED1AD96D,95DFDD6CC88E71904A82CBBE77E658C906D10DB86ED9C2676CA09D6AFAE417FF
A01902_19,PASS,,N,,,PASS,,2,1,[],748EB13C70ECF36B9DFB2A1FC163B86BF1F9AE118187DD2E1DDC6F36647EB3F0,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01953_7,PASS,,N,,,PASS,,2,1,[],2BDF7E055E7005600E2DB1728DA03384213846623F2C627E706C826EFEFFAFA7,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01989_15,PASS,,N,,,PASS,,2,1,[],E926EB8BC7EC96FF2869AF56349420FFDF63AC45C23E1CCF9D3A9FC7A5F86F91,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A02022_18,PASS,,N,,,PASS,,3,3,[],B55604B271A27BA2DFD51976DA51882B863A2D9CE04300864E4DF1CD9718BA10,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A02096_15,PASS,,N,,,PASS,,2,1,[],318A5AB9CCF5779969DB54C6AA352B70DB328DA22C7C29D4148A354FBFC22839,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A02258_26,PASS,,N,,,PASS,,2,2,[],9106862A2472E76C82A7D9FFBC26E284FF5E61F6034E87B5C6C6D30F1E5369FD,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A02491_9,PASS,,N,,,PASS,,2,1,[],821026ECA954DF7C7936645E6ABEEEF8BEF464487B979513FA5DC7DA22638D17,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A02558_11,PASS,,N,,,PASS,,2,1,[],34A488E4F873AD3C2B3209D5B7BFC464D79DE953903ADBBDCF302879A5156BBD,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A02558_17,PASS,,N,,,PASS,,2,1,[],359545AB9AB67510BE54C6FF691DCE280DCE73917085DBD9721E030694F77A2F,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A02558_9,PASS,,N,,,PASS,,2,1,[],1784F2B8437BE411CD430E12C499A70177D2A59F0F2B9179E447567726E6C778,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A02617_1,PASS,,N,,,PASS,,2,1,[],ED43B0E7835C729BC0E7A731853981D2E094644ACC29F18260C86D5B7D1F46BC,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A02617_13,PASS,,N,,,PASS,,2,1,[],F7505551124D7188F0FD76D7940E05BDAEFB4254792A6BDED3F6F581DEE5BC04,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A02617_2,PASS,,N,,,PASS,,3,1,[],1EA3212814E6FF6D2C6FF256E5C8804A76A4BAEE5D1306FE400B9FFFF11A9C50,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A02639_9,PASS,,N,,,PASS,,2,2,[],E64725A8E08E19A1B9F1272358B019A39BF61E37A04DC09DE44C9C8A002269E9,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A02647_16,PASS,,N,,,PASS,,6,6,[],4799F74E6938E3CE3B63A11C73D5CA11131D3941F5D7631FDA5C955094B03203,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A02656_11,PASS,,N,,,PASS,,2,2,[],D564405C12F00E760CC7EF2484CD2718B624DEB1E3146857A54D5D70C85232F8,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A02676_2,PASS,,N,,,PASS,,3,1,[],E2563AEF192D2495E08AC680089E58053C6C6A869AECBC6C5A3C93DC4D7A3863,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A02680_2,PASS,,N,,,PASS,,3,1,[],FDCE51FCED082C95207F6AE4C7B5DA00A83F2D67793A6B345DFFF93EF341E448,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A02693_1,PASS,,N,,,PASS,,2,1,[],85800ED8DD4EEF1E449B81C047C7C5EBFB89F64698443EF7AA6088BC9E651CA1,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A00006_11,PASS,,N,,,PASS,,3,1,[],722ED5518FA28D93EDA979053590061819D5A981D7029CC41AF1312AB6103679,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A00006_9,PASS,,N,,,PASS,,3,1,[],9006003EC2B16249CE7AD3D8F396D12A903C1DA0BBC7E7A52DA66E92F2733B19,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A00448_30,PASS,,N,,,PASS,,4,2,[],A621A37CB955B1FE1B1F220187F90A8A9202B675E30D55D1523CDBAAF03647ED,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A00579_10,PASS,,N,,,PASS,,2,1,[],4C65DDA340EA92413E2C2C5C0AFB70980DB208534F336AD1BDC5AB49DB8859F0,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A00760_3,PASS,,N,,,PASS,,3,2,[],86755BFA59DF01916AED240B400202CDB9C645C80FAE1DC7AFD5287487661C44,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A00838_16,PASS,,N,,,PASS,,2,2,[],EE55031C22878257A7E9620C247CE440A74364BC542F653BCF8A71ABF69F8540,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A00899_16,PASS,,N,,,PASS,,3,1,[],4C00A440B114910E74430A9C7A6D4A46F7A7D7F705A23AAB73016D7F903274EF,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A00922_4,PASS,,N,,,PASS,,3,1,[],8D9940B20C6BDDBAF389BF03745011BF1B6A74E623B6245F24848D95880BC695,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01120_8,HUMAN_REVIEW,KOSIS_CATALOG_UNAVAILABLE,Y,PASS,,PASS,,2,1,[],51ED321D65ED9AB926B8172B72A0BA948BBCD8B7356700629B494F84B8F8CBB7,95DFDD6CC88E71904A82CBBE77E658C906D10DB86ED9C2676CA09D6AFAE417FF
A01254_41,PASS,,N,,,PASS,,3,1,[],979BCF15BE18065A75AAD2877D916B4737936E7C10E968B20E8178DC01710095,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01359_11,HUMAN_REVIEW,KOSIS_CATALOG_UNAVAILABLE,Y,PASS,,PASS,,2,2,[],F6289E9C9FFCFDFA8A1230DBCFD45C45DF0A3E8CEC8DCB1C8B2F60374A596887,95DFDD6CC88E71904A82CBBE77E658C906D10DB86ED9C2676CA09D6AFAE417FF
A01385_9,PASS,,N,,,PASS,,3,1,[],3215E30AAE3F79B46F703AEB48D6EDFFFDF5DB01E197242B5560271C476451CC,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01410_2,PASS,,N,,,PASS,,2,1,[],6C0AB07CF4FFD65B711146F55D027BBC88D1790172966A9ECD1C0DC67E1ED15D,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01455_3,PASS,,N,,,PASS,,2,1,[],44325858CAA7A2757EA3D4FD08FB226116AF660E3F5CA4ECF6808341FD0A2E9A,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01528_6,PASS,,N,,,PASS,,2,1,[],FD0D84154497D5822F8AB830D0BD917240999FDA86C76B14F7AD6B1158289567,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01578_9,HUMAN_REVIEW,KOSIS_CATALOG_UNAVAILABLE,Y,HUMAN_REVIEW,KOSIS_CATALOG_UNAVAILABLE,HUMAN_REVIEW,KOSIS_CATALOG_UNAVAILABLE,3,1,"[""d318661c493b""]",AD9D2B04197A9B16C3618CA08137A5C9A1FB3390C4F23713A13A704828998E33,95DFDD6CC88E71904A82CBBE77E658C906D10DB86ED9C2676CA09D6AFAE417FF
A01737_8,PASS,,N,,,PASS,,2,1,[],99E53AAE42E95DE0A094CE64B5EDEA6DF1860BB56F96D47E9A2FFDF7AD82E1CD,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01903_6,PASS,,N,,,PASS,,2,2,[],3C68E8A5E13BE0D39C1F4E86A17816F464E2B3CD72C9F6387623E93140D2B653,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A02096_4,PASS,,N,,,PASS,,4,3,[],4F27A0D64D06802A846646E530C54470D4ED49CAAE32853463CDF07CAD6214A4,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A02202_2,PASS,,N,,,PASS,,2,1,[],B4E8F0E70BF37B3F5AA3503A92EF67F31CBC6F28CD49B50E147C14D6AEA47391,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A02408_12,PASS,,N,,,PASS,,2,1,[],F47F9DC7B95BBE8E05F32DD1F97122EFB2D774E5E4477417DFFDEC9FEB1A0BD9,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A02558_14,PASS,,N,,,PASS,,3,1,[],F9C466CFD1A3C994B63E0961BE0ADF8B16CC26BBD7D356B930B986A9723EFC34,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A02633_1,PASS,,N,,,PASS,,2,2,[],89F7C937BE1B3EBAB28410E577C7A23107AC5278CA3D3CDF0CC4EAA8203B1D04,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A00298_5,PASS,,N,,,PASS,,2,2,[],59AABD1911FB8903A9C17E5045F344EBA89FA4FD8F59AB3BC0E5B2B1279C8B63,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A00353_3,PASS,,N,,,PASS,,2,1,[],39396C5B1CA49CFC27F88CF4809408D755068D486C5F6E4B2814B5DFDE00DF99,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A00922_28,PASS,,N,,,PASS,,2,2,[],1B118257FCF39461F6436CB1C079A6B2BF6BD4BDC8AAFB2F2BC0E47BFDFCC8A7,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01190_5,HUMAN_REVIEW,CLAIM_PARSE_UNAVAILABLE,Y,PASS,,PASS,,6,1,[],0A111EBC77F24B690235C4E484937B8063666F4E9CDE5BC0B62891C9988C4462,95DFDD6CC88E71904A82CBBE77E658C906D10DB86ED9C2676CA09D6AFAE417FF
A01359_1,PASS,,N,,,PASS,,2,1,[],DF86134BB31FBDDB3F463ADDD86EB40C79BD043808D5BFCF3398A39BE2DB8288,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01438_11,PASS,,N,,,PASS,,3,1,[],BC851CB98FC373B5232E7F0B08173A6A588ABD6FB76FA72A59B8C1B402D861ED,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01480_8,HUMAN_REVIEW,CLAIM_PARSE_UNAVAILABLE,Y,PASS,,PASS,,3,1,[],3B87C153ADBB962C3956A65E3429C2EC69776CF2FD42B08A6633CF6CC0DFA420,95DFDD6CC88E71904A82CBBE77E658C906D10DB86ED9C2676CA09D6AFAE417FF
A01496_11,PASS,,N,,,PASS,,4,2,[],333997CEC3BF65979762B126FA8864501CB50CCFC91EE30287C8F0E27792E6D1,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01584_4,PASS,,N,,,PASS,,4,1,[],C3F86F56501EC291801D5F8BE1961FC5101FB4D42FC00D537D2295F5EB38C51A,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01798_9,PASS,,N,,,PASS,,3,1,[],18599E0E2CE81660246261AA1F2C08056E787594F65D1F03CDEDEC894A9E25EB,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01822_6,PASS,,N,,,PASS,,4,2,[],6E1CF6669BCD96B779A43DEA2CCB5C56BCFF40258D40A17C3020C38BF13C143F,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01924_3,PASS,,N,,,PASS,,3,1,[],786D32D1440A09BEA58DA98F251ACBAA62950C19550BE55FF9074ACC9C059718,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A02203_5,PASS,,N,,,PASS,,3,1,[],2BDE842FC3399A041A7ED85DCC796EC03318200045F7E487E1A737310042CA78,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A02416_14,PASS,,N,,,PASS,,2,2,[],B452023CBF5DE27EADCF540F878B2354E478C806E65776EB58DD9D98D1CFE88C,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A02450_11,PASS,,N,,,PASS,,2,1,[],0855DF16D9A8D5AE7BC27C600E6F041D0ECF012245A7E6BD2D527C2223919870,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A02633_6,HUMAN_REVIEW,GROUPING_AMBIGUOUS,N,,,HUMAN_REVIEW,GROUPING_AMBIGUOUS,2,1,[],6637F02D6B752AC343ADB9A8A7E1C5368C61B438288062AAA0E33BB84CAC26BA,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A02656_3,PASS,,N,,,PASS,,2,1,[],B46FEB72579A2813159633376D0C7B550D361F6C06263CF978392EA2678CC6F8,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01455_7,PASS,,N,,,PASS,,3,1,[],6C57FA969CF346987D32D2D37232104236CD8C880FA413C4952379C25903C085,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A01947_22,PASS,,N,,,PASS,,3,1,[],FF3BE9BB38F01194EBE74DB98F35D4A8D598D99157D506E61E6210A0DDEC97D6,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A02099_6,PASS,,N,,,PASS,,2,1,[],FA5D96D62F0357F1EC0F527EFA7EAAA086E55B8F9F340500F8C0C82A97A4AF0A,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A00185_6,PASS,,N,,,PASS,,3,1,[],C33FECE068FEEF658512F9B24B99A2913FEC9568CE2647819EA301149A6956AA,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
A00202_17,PASS,,N,,,PASS,,2,2,[],9E65F39EC05B2CC8B51606324D6FFF4EF9B58D249363F7E271350D917269AC07,DF22275EF7A6E4780DB7518AECFE6F124A96BBA2A72FD0198258BC314F36BCE9
