실행순서,실행묶음,하위검증유형,비교기간유형,기간형태,필요공식값,계산규칙,좌표난이도,원문수치구성,공식조회경로,현재실행준비,완료판정기준,Claim번호,원문,현재결과상태,실패원인코드,대표분류,기본검증방법,기사작성일,지표,기사값,단위,기준시점,주기,공식자료경로,실패단계,실패원인_쉬운설명,추가처리조건,분류근거,분류방식,분류확신도,기사번호,문장번호,분야,지역,대상집단,차원,비교조건,계산방식,조건,출처힌트,현재판정,세부문제유형,남은작업,공식근거URL,실행일시,개선후상태,해결여부,공식좌표,공식값,공표근거,응답해시,남은원인,검토메모,원문수치개수,원문수치표현,원문수치목록JSON,미포함숫자위치JSON,목록화상태
3,D3 정확한 값·세부 좌표,정확한 값 직접 비교,연간,연간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단일 세부조건(차원),수치 1개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00692_4,"작년 전체 자동차 부품 수출액은 총 225억4700만달러(약 32조4300억원)로, 이 중 대미 수출 비중(36.5％)이 가장 컸다.",HOLD,NO_HARD_GUARD_CANDIDATE,직접값 확인,직접값 확인,2025-02-23,수출액,22547000000,달러,2024,Y,KOSIS 세부 차원 통계표,필수 조건 검사,기간·단위·지역 등 필수 조건을 모두 만족하는 공식 통계표 후보가 없음,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=HARD_GUARD_ALIAS | 최신결과사유=NO_HARD_GUARD_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00692,4,,,,"{""raw"": ""{\""품목\"": [\""자동차\""], \""교역상대국\"": [\""미국\""]}""}","{""claimed_operands"": ""[{'raw': '32조4300억원', 'value': 32430000000000.0, 'unit': '원'}]""}",DIRECT_VALUE,,,UNDETERMINED,HARD_GUARD_ALIAS,NO_HARD_GUARD_CANDIDATE,,,,,,,,,,,3,225억4700만달러 | 32조4300억원 | 36.5％,"[{""mention_id"":""n1"",""expression"":""225억4700만달러"",""start"":20,""end"":31,""context"":""작년 전체 자동차 부품 수출액은 총 225억4700만달러(약 32조4300억원)로, 이 중 대미 수"",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""32조4300억원"",""start"":34,""end"":43,""context"":""부품 수출액은 총 225억4700만달러(약 32조4300억원)로, 이 중 대미 수출 비중(36.5％)이"",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""36.5％"",""start"":60,""end"":65,""context"":""조4300억원)로, 이 중 대미 수출 비중(36.5％)이 가장 컸다."",""role_status"":""미분류""}]",[],COMPLETE
3,D3 정확한 값·세부 좌표,정확한 값 직접 비교,연간,연간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단일 세부조건(차원),기사 수치 없음,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00709_8,"생산연령인구(15~64세)는 2017년(3686만명)을 정점으로 하락세로 돌아섰지만, 고령자 취업이 늘어난 데다 상대적으로 인구가 많은 1990년대 초반생들이 때맞춰 취업 시장에 적극 뛰어들면서 취업자 수를 끌어올렸던 것이다.",HOLD,FETCH_FAILED,직접값 확인,직접값 확인,2025-02-24,취업자 수,36860000,명,2017,Y,KOSIS 세부 차원 통계표,공식값·공표정보 조회,확정된 공식 좌표의 값을 조회하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=VALUE_FETCH_FAILED | 최신결과사유=FETCH_FAILED,12개 슬롯 + 통합 원장 진단 규칙,확정,A00709,8,,,,"{""raw"": ""{\""연령\"": \""15~64세\""}""}",,DIRECT_VALUE,"{""direction"": ""DECREASE""}",,UNDETERMINED,VALUE_FETCH_FAILED,FETCH_FAILED,,,,,,,,,,,4,15~64세 | 2017년 | 3686만명 | 1990년,"[{""mention_id"":""n1"",""expression"":""15~64세"",""start"":7,""end"":13,""context"":""생산연령인구(15~64세)는 2017년(3686만명)을 정점으로 하"",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""2017년"",""start"":16,""end"":21,""context"":""생산연령인구(15~64세)는 2017년(3686만명)을 정점으로 하락세로 돌아섰지"",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""3686만명"",""start"":22,""end"":28,""context"":""생산연령인구(15~64세)는 2017년(3686만명)을 정점으로 하락세로 돌아섰지만, 고령자 "",""role_status"":""미분류""},{""mention_id"":""n4"",""expression"":""1990년"",""start"":76,""end"":81,""context"":""취업이 늘어난 데다 상대적으로 인구가 많은 1990년대 초반생들이 때맞춰 취업 시장에 적극 뛰어"",""role_status"":""미분류""}]",[],COMPLETE
3,D3 정확한 값·세부 좌표,정확한 값 직접 비교,연간,연간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단일 세부조건(차원),수치 1개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00723_14,"여기에 지난달 건설업 취업자 수가 192만1000명을 기록해, 코로나 팬데믹 당시였던 2021년 이후 3년 만에 200만명 아래로 떨어졌다.",HOLD,NO_HARD_GUARD_CANDIDATE,직접값 확인,직접값 확인,2025-02-25,취업자 수,1921000,명,2021,Y,KOSIS 세부 차원 통계표,필수 조건 검사,기간·단위·지역 등 필수 조건을 모두 만족하는 공식 통계표 후보가 없음,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=HARD_GUARD_ALIAS | 최신결과사유=NO_HARD_GUARD_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00723,14,,,,"{""raw"": ""{\""산업\"": [\""건설업\""]}""}","{""claimed_operands"": ""[{'raw': '200만명', 'value': 2000000.0, 'unit': '명'}]""}",DIRECT_VALUE,"{""direction"": ""DECREASE""}",,UNDETERMINED,HARD_GUARD_ALIAS,NO_HARD_GUARD_CANDIDATE,,,,,,,,,,,4,192만1000명 | 2021년 | 3년 | 200만명,"[{""mention_id"":""n1"",""expression"":""192만1000명"",""start"":19,""end"":28,""context"":""여기에 지난달 건설업 취업자 수가 192만1000명을 기록해, 코로나 팬데믹 당시였던 2021"",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""2021년"",""start"":48,""end"":53,""context"":""000명을 기록해, 코로나 팬데믹 당시였던 2021년 이후 3년 만에 200만명 아래로 떨어졌다"",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""3년"",""start"":57,""end"":59,""context"":"", 코로나 팬데믹 당시였던 2021년 이후 3년 만에 200만명 아래로 떨어졌다."",""role_status"":""미분류""},{""mention_id"":""n4"",""expression"":""200만명"",""start"":63,""end"":68,""context"":""팬데믹 당시였던 2021년 이후 3년 만에 200만명 아래로 떨어졌다."",""role_status"":""미분류""}]",[],COMPLETE
3,D3 정확한 값·세부 좌표,정확한 값 직접 비교,연간,연간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단일 세부조건(지역),기사 수치 없음,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00749_10,◇출산율 반등 주역은 ‘에코 붐 세대’ 2011년 이후 13년 만에 혼인 건수와 출생아 수가 모두 늘어나면서 ‘인구 소멸 1호 국가’로 지목돼온 한국이 저출생 극복을 위한 골든 타임을 맞이했다는 진단이 나온다.,HOLD,KOSIS_METADATA_UNAVAILABLE,직접값 확인,직접값 확인,2025-02-27,출생아 수,1,호,2011,Y,KOSIS 세부 차원 통계표,KOSIS 공식 구조 확인,KOSIS 표의 항목·기간·분류 구조 조회를 완료하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=OFFICIAL_METADATA_LOOKUP | 최신결과사유=KOSIS_METADATA_UNAVAILABLE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00749,10,,전국,,,,DIRECT_VALUE,"{""direction"": ""INCREASE""}",,UNDETERMINED,OFFICIAL_METADATA_LOOKUP,KOSIS_METADATA_UNAVAILABLE,,,,,,,,,,,4,세대 | 2011년 | 13년 | 1호,"[{""mention_id"":""n1"",""expression"":""세대"",""start"":18,""end"":20,""context"":""◇출산율 반등 주역은 ‘에코 붐 세대’ 2011년 이후 13년 만에 혼인 건수와"",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""2011년"",""start"":22,""end"":27,""context"":""◇출산율 반등 주역은 ‘에코 붐 세대’ 2011년 이후 13년 만에 혼인 건수와 출생아 수가"",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""13년"",""start"":31,""end"":34,""context"":"" 주역은 ‘에코 붐 세대’ 2011년 이후 13년 만에 혼인 건수와 출생아 수가 모두 늘어나"",""role_status"":""미분류""},{""mention_id"":""n4"",""expression"":""1호"",""start"":68,""end"":70,""context"":"" 출생아 수가 모두 늘어나면서 ‘인구 소멸 1호 국가’로 지목돼온 한국이 저출생 극복을 위"",""role_status"":""미분류""}]",[],COMPLETE
3,D3 정확한 값·세부 좌표,정확한 값 직접 비교,월간,월간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단일 세부조건(차원),수치 2개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00774_12,"반도체 수출은 지난달까지 9개월 연속 100억달러를 넘겼고, 15개월 연속 증가세를 유지했지만, 2월 들어 그 흐름이 깨졌다.",HOLD,NO_HARD_GUARD_CANDIDATE,직접값 확인,직접값 확인,2025-03-01,수출액,9,개,2025-02,M,KOSIS 세부 차원 통계표,필수 조건 검사,기간·단위·지역 등 필수 조건을 모두 만족하는 공식 통계표 후보가 없음,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=HARD_GUARD_ALIAS | 최신결과사유=NO_HARD_GUARD_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00774,12,,,,"{""raw"": ""{\""품목\"": [\""반도체\""]}""}","{""claimed_operands"": ""[{'raw': '100억달러', 'value': 10000000000.0, 'unit': '달러'}, {'raw': '15개', 'value': 15.0, 'unit': '개'}]""}",DIRECT_VALUE,"{""direction"": ""INCREASE""}",,UNDETERMINED,HARD_GUARD_ALIAS,NO_HARD_GUARD_CANDIDATE,,,,,,,,,,,4,9개월 | 100억달러 | 15개월 | 2월,"[{""mention_id"":""n1"",""expression"":""9개월"",""start"":14,""end"":17,""context"":""반도체 수출은 지난달까지 9개월 연속 100억달러를 넘겼고, 15개월 연속"",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""100억달러"",""start"":21,""end"":27,""context"":""반도체 수출은 지난달까지 9개월 연속 100억달러를 넘겼고, 15개월 연속 증가세를 유지했지"",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""15개월"",""start"":34,""end"":38,""context"":""달까지 9개월 연속 100억달러를 넘겼고, 15개월 연속 증가세를 유지했지만, 2월 들어 그 "",""role_status"":""미분류""},{""mention_id"":""n4"",""expression"":""2월"",""start"":54,""end"":56,""context"":""겼고, 15개월 연속 증가세를 유지했지만, 2월 들어 그 흐름이 깨졌다."",""role_status"":""미분류""}]",[],COMPLETE
3,D3 정확한 값·세부 좌표,정확한 값 직접 비교,월간,월간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단일 세부조건(지역),수치 3개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00782_8,"관세 부과 가능성이 커지는 가운데 지난 1월 투싼 1.6 HEV 모델은 국내 생산 8338대 가운데 71%에 달하는 5905대가 수출됐고, 싼타페도 1.6 HEV 생산량 중 35%가 수출됐다.",HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,직접값 확인,직접값 확인,2025-03-02,생산량,8338,대,2025-01,M,KOSIS 세부 차원 통계표,필수 조건 검사,공식 구조는 확인했지만 실제 값을 조회할 좌표를 확정하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=COORDINATE_GENERAL | 최신결과사유=NO_EVIDENCE_COORDINATE_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00782,8,,전국,,,"{""claimed_operands"": ""[{'raw': '71%', 'value': 71.0, 'unit': '%'}, {'raw': '5905대', 'value': 5905.0, 'unit': '대'}, {'raw': '35%', 'value': 35.0, 'unit': '%'}]""}",DIRECT_VALUE,,,UNDETERMINED,COORDINATE_GENERAL,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,,,,,,,7,1월 | 1.6 | 8338대 | 71% | 5905대 | 1.6 | 35%,"[{""mention_id"":""n1"",""expression"":""1월"",""start"":22,""end"":24,""context"":""관세 부과 가능성이 커지는 가운데 지난 1월 투싼 1.6 HEV 모델은 국내 생산 83"",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""1.6"",""start"":28,""end"":31,""context"":""과 가능성이 커지는 가운데 지난 1월 투싼 1.6 HEV 모델은 국내 생산 8338대 가운데"",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""8338대"",""start"":46,""end"":51,""context"":""1월 투싼 1.6 HEV 모델은 국내 생산 8338대 가운데 71%에 달하는 5905대가 수출됐"",""role_status"":""미분류""},{""mention_id"":""n4"",""expression"":""71%"",""start"":56,""end"":59,""context"":""HEV 모델은 국내 생산 8338대 가운데 71%에 달하는 5905대가 수출됐고, 싼타페도 "",""role_status"":""미분류""},{""mention_id"":""n5"",""expression"":""5905대"",""start"":65,""end"":70,""context"":""내 생산 8338대 가운데 71%에 달하는 5905대가 수출됐고, 싼타페도 1.6 HEV 생산량"",""role_status"":""미분류""},{""mention_id"":""n6"",""expression"":""1.6"",""start"":83,""end"":86,""context"":""에 달하는 5905대가 수출됐고, 싼타페도 1.6 HEV 생산량 중 35%가 수출됐다."",""role_status"":""미분류""},{""mention_id"":""n7"",""expression"":""35%"",""start"":97,""end"":100,""context"":""출됐고, 싼타페도 1.6 HEV 생산량 중 35%가 수출됐다."",""role_status"":""미분류""}]",[],COMPLETE
3,D3 정확한 값·세부 좌표,정확한 값 직접 비교,월간,월간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단일 세부조건(지역),기사 수치 없음,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00789_2,HMG그룹은 지난 1월 경기 용인시 처인구 역북동 신대지구 도시개발사업 공동주택 용지를 1813억원에 매입했다.,HOLD,NO_HARD_GUARD_CANDIDATE,직접값 확인,직접값 확인,2025-03-02,총인구,181300000000,원,2025-01,M,KOSIS 세부 차원 통계표,필수 조건 검사,기간·단위·지역 등 필수 조건을 모두 만족하는 공식 통계표 후보가 없음,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=HARD_GUARD_ALIAS | 최신결과사유=NO_HARD_GUARD_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00789,2,,경기,,,,DIRECT_VALUE,,,UNDETERMINED,HARD_GUARD_ALIAS,NO_HARD_GUARD_CANDIDATE,,,,,,,,,,,2,1월 | 1813억원,"[{""mention_id"":""n1"",""expression"":""1월"",""start"":10,""end"":12,""context"":""HMG그룹은 지난 1월 경기 용인시 처인구 역북동 신대지구 도시개"",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""1813억원"",""start"":49,""end"":55,""context"":""북동 신대지구 도시개발사업 공동주택 용지를 1813억원에 매입했다."",""role_status"":""미분류""}]",[],COMPLETE
3,D3 정확한 값·세부 좌표,정확한 값 직접 비교,연간,연간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단일 세부조건(차원),기사 수치 없음,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00830_5,대미 수입품에 대한 평균 관세율은 작년 기준 0.79% 수준이다.,HOLD,NO_HARD_GUARD_CANDIDATE,직접값 확인,직접값 확인,2025-03-05,수입액,0.79,%,2024,Y,KOSIS 세부 차원 통계표,필수 조건 검사,기간·단위·지역 등 필수 조건을 모두 만족하는 공식 통계표 후보가 없음,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=HARD_GUARD_ALIAS | 최신결과사유=NO_HARD_GUARD_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00830,5,,,,"{""raw"": ""{\""교역상대국\"": [\""미국\""]}""}",,DIRECT_VALUE,,,UNDETERMINED,HARD_GUARD_ALIAS,NO_HARD_GUARD_CANDIDATE,,,,,,,,,,,1,0.79%,"[{""mention_id"":""n1"",""expression"":""0.79%"",""start"":25,""end"":30,""context"":""미 수입품에 대한 평균 관세율은 작년 기준 0.79% 수준이다."",""role_status"":""미분류""}]",[],COMPLETE
3,D3 정확한 값·세부 좌표,정확한 값 직접 비교,연간,연간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단일 세부조건(지역),수치 1개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00838_3,"고용노동부가 사업체 5만여 곳을 대상으로 조사한 결과에 따르면 지난해 우리나라 근로자 월평균 명목임금은 407만9000원이고, 물가 수준을 고려한 실질임금은 월평균 357만3000원이다.",HOLD,KOSIS_METADATA_UNAVAILABLE,직접값 확인,직접값 확인,2025-03-06,물가상승률,4079000,원,2024,Y,KOSIS 세부 차원 통계표,KOSIS 공식 구조 확인,KOSIS 표의 항목·기간·분류 구조 조회를 완료하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=OFFICIAL_METADATA_LOOKUP | 최신결과사유=KOSIS_METADATA_UNAVAILABLE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00838,3,,전국,,,"{""claimed_operands"": ""[{'raw': '357만3000원', 'value': 3573000.0, 'unit': '원'}]""}",DIRECT_VALUE,,고용노동부,UNDETERMINED,OFFICIAL_METADATA_LOOKUP,KOSIS_METADATA_UNAVAILABLE,,,,,,,,,,,3,5만 | 407만9000원 | 357만3000원,"[{""mention_id"":""n1"",""expression"":""5만"",""start"":11,""end"":13,""context"":""고용노동부가 사업체 5만여 곳을 대상으로 조사한 결과에 따르면 지난"",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""407만9000원"",""start"":58,""end"":67,""context"":"" 지난해 우리나라 근로자 월평균 명목임금은 407만9000원이고, 물가 수준을 고려한 실질임금은 월평균"",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""357만3000원"",""start"":92,""end"":101,""context"":""고, 물가 수준을 고려한 실질임금은 월평균 357만3000원이다."",""role_status"":""미분류""}]",[],COMPLETE
3,D3 정확한 값·세부 좌표,정확한 값 직접 비교,월간,월간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단일 세부조건(지역),기사 수치 없음,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00872_2,9일 인천시에 따르면 지난달 기준 인천시 주민등록인구는 302만7854명으로 집계됐다.,HOLD,NO_HARD_GUARD_CANDIDATE,직접값 확인,직접값 확인,2025-03-09,총인구,3027854,명,2025-02,M,KOSIS 세부 차원 통계표,필수 조건 검사,기간·단위·지역 등 필수 조건을 모두 만족하는 공식 통계표 후보가 없음,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=HARD_GUARD_ALIAS | 최신결과사유=NO_HARD_GUARD_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00872,2,,인천,,,,DIRECT_VALUE,,,UNDETERMINED,HARD_GUARD_ALIAS,NO_HARD_GUARD_CANDIDATE,,,,,,,,,,,2,9일 | 302만7854명,"[{""mention_id"":""n1"",""expression"":""9일"",""start"":0,""end"":2,""context"":""9일 인천시에 따르면 지난달 기준 인천시 주민등"",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""302만7854명"",""start"":31,""end"":40,""context"":"" 따르면 지난달 기준 인천시 주민등록인구는 302만7854명으로 집계됐다."",""role_status"":""미분류""}]",[],COMPLETE
3,D3 정확한 값·세부 좌표,정확한 값 직접 비교,월간,월간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단일 세부조건(지역),기사 수치 없음,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00872_6,작년 2월과 비교했을 때 서울·부산·대구·광주·대전·울산 인구는 모두 줄었으나 인천 인구는 2만4704명이 증가했다.,HOLD,AS_OF_UNAVAILABLE,직접값 확인,직접값 확인,2025-03-09,총인구,24704,명,2024-02,M,KOSIS 세부 차원 통계표,공식값·공표정보 조회,기사 작성 시점에 공식값이 공표됐는지 확인하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=VALUE_ARTICLE_TIME_UNAVAILABLE | 최신결과사유=AS_OF_UNAVAILABLE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00872,6,,서울 | 부산 | 대구 | 인천 | 광주 | 대전 | 울산,,,,DIRECT_VALUE,"{""direction"": ""INCREASE""}",,UNDETERMINED,VALUE_ARTICLE_TIME_UNAVAILABLE,AS_OF_UNAVAILABLE,,,,,,,,,,,2,2월 | 2만4704명,"[{""mention_id"":""n1"",""expression"":""2월"",""start"":3,""end"":5,""context"":""작년 2월과 비교했을 때 서울·부산·대구·광주·대전·"",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""2만4704명"",""start"":51,""end"":58,""context"":""전·울산 인구는 모두 줄었으나 인천 인구는 2만4704명이 증가했다."",""role_status"":""미분류""}]",[],COMPLETE
3,D3 정확한 값·세부 좌표,정확한 값 직접 비교,월간,월간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단일 세부조건(차원),수치 1개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00922_18,지난달 건설업 취업자는 190만9000명으로 전년 같은 달보다 16만7000명 줄었다.,HOLD,NO_HARD_GUARD_CANDIDATE,직접값 확인,직접값 확인,2025-03-12,취업자 수,1909000,명,2025-02,M,KOSIS 세부 차원 통계표,필수 조건 검사,기간·단위·지역 등 필수 조건을 모두 만족하는 공식 통계표 후보가 없음,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=HARD_GUARD_ALIAS | 최신결과사유=NO_HARD_GUARD_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00922,18,,,,"{""raw"": ""{\""산업\"": [\""건설업\""]}""}","{""claimed_operands"": ""[{'raw': '16만7000명', 'value': 167000.0, 'unit': '명'}]""}",DIRECT_VALUE,,,UNDETERMINED,HARD_GUARD_ALIAS,NO_HARD_GUARD_CANDIDATE,,,,,,,,,,,2,190만9000명 | 16만7000명,"[{""mention_id"":""n1"",""expression"":""190만9000명"",""start"":13,""end"":22,""context"":""지난달 건설업 취업자는 190만9000명으로 전년 같은 달보다 16만7000명 줄었"",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""16만7000명"",""start"":35,""end"":43,""context"":""는 190만9000명으로 전년 같은 달보다 16만7000명 줄었다."",""role_status"":""미분류""}]",[],COMPLETE
3,D3 정확한 값·세부 좌표,정확한 값 직접 비교,월간,월간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단일 세부조건(차원),수치 2개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00922_19,"1월 감소 폭(-16만9000명)보다는 약간 줄었지만, 건설업 취업자 감소세는 지난해 5월(-1만4000명) 이후 10개월 연속 이어지고 있다.",HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,직접값 확인,직접값 확인,2025-03-12,취업자 수,169000,명,2024-05,M,KOSIS 세부 차원 통계표,필수 조건 검사,공식 구조는 확인했지만 실제 값을 조회할 좌표를 확정하지 못함,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=COORDINATE_GENERAL | 최신결과사유=NO_EVIDENCE_COORDINATE_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00922,19,,,,"{""raw"": ""{\""산업\"": [\""건설업\""]}""}","{""claimed_operands"": ""[{'raw': '1만4000명', 'value': 14000.0, 'unit': '명'}, {'raw': '10개', 'value': 10.0, 'unit': '개'}]""}",DIRECT_VALUE,"{""direction"": ""DECREASE""}",,UNDETERMINED,COORDINATE_GENERAL,NO_EVIDENCE_COORDINATE_CANDIDATE,,,,,,,,,,,5,1월 | -16만9000명 | 5월 | -1만4000명 | 10개월,"[{""mention_id"":""n1"",""expression"":""1월"",""start"":0,""end"":2,""context"":""1월 감소 폭(-16만9000명)보다는 약간 줄"",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""-16만9000명"",""start"":8,""end"":17,""context"":""1월 감소 폭(-16만9000명)보다는 약간 줄었지만, 건설업 취업자 감소"",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""5월"",""start"":48,""end"":50,""context"":"" 줄었지만, 건설업 취업자 감소세는 지난해 5월(-1만4000명) 이후 10개월 연속 이어"",""role_status"":""미분류""},{""mention_id"":""n4"",""expression"":""-1만4000명"",""start"":51,""end"":59,""context"":""지만, 건설업 취업자 감소세는 지난해 5월(-1만4000명) 이후 10개월 연속 이어지고 있다."",""role_status"":""미분류""},{""mention_id"":""n5"",""expression"":""10개월"",""start"":64,""end"":68,""context"":""소세는 지난해 5월(-1만4000명) 이후 10개월 연속 이어지고 있다."",""role_status"":""미분류""}]",[],COMPLETE
3,D3 정확한 값·세부 좌표,정확한 값 직접 비교,월간,월간,공식값 1개,기사값과 공식값의 단위 정규화 후 직접 비교,단일 세부조건(차원),수치 2개,KOSIS 공식 API,묶음 실행 가능,공식 좌표 1개·공식값·공표정보를 확보하고 허용오차/부등호로 판정,A00922_24,제조업 취업자도 전년 같은 달 대비 7만4000명 줄며 지난해 7월(-1만1000명) 이후 8개월 연속 감소세다.,HOLD,NO_HARD_GUARD_CANDIDATE,직접값 확인,직접값 확인,2025-03-12,취업자 수,74000,명,2024-07,M,KOSIS 세부 차원 통계표,필수 조건 검사,기간·단위·지역 등 필수 조건을 모두 만족하는 공식 통계표 후보가 없음,공식값 1개 직접 비교,calculation=DIRECT_VALUE | 세부문제유형=HARD_GUARD_ALIAS | 최신결과사유=NO_HARD_GUARD_CANDIDATE,12개 슬롯 + 통합 원장 진단 규칙,확정,A00922,24,,,,"{""raw"": ""{\""산업\"": [\""제조업\""]}""}","{""claimed_operands"": ""[{'raw': '1만1000명', 'value': 11000.0, 'unit': '명'}, {'raw': '8개', 'value': 8.0, 'unit': '개'}]""}",DIRECT_VALUE,"{""direction"": ""DECREASE""}",,UNDETERMINED,HARD_GUARD_ALIAS,NO_HARD_GUARD_CANDIDATE,,,,,,,,,,,4,7만4000명 | 7월 | -1만1000명 | 8개월,"[{""mention_id"":""n1"",""expression"":""7만4000명"",""start"":20,""end"":27,""context"":""제조업 취업자도 전년 같은 달 대비 7만4000명 줄며 지난해 7월(-1만1000명) 이후 "",""role_status"":""미분류""},{""mention_id"":""n2"",""expression"":""7월"",""start"":35,""end"":37,""context"":"" 같은 달 대비 7만4000명 줄며 지난해 7월(-1만1000명) 이후 8개월 연속 감소세"",""role_status"":""미분류""},{""mention_id"":""n3"",""expression"":""-1만1000명"",""start"":38,""end"":46,""context"":"" 달 대비 7만4000명 줄며 지난해 7월(-1만1000명) 이후 8개월 연속 감소세다."",""role_status"":""미분류""},{""mention_id"":""n4"",""expression"":""8개월"",""start"":51,""end"":54,""context"":"" 줄며 지난해 7월(-1만1000명) 이후 8개월 연속 감소세다."",""role_status"":""미분류""}]",[],COMPLETE
