기사번호,문장번호,부모Claim번호,원문,발견수치,기대역할표,실제역할표,기대자식수,실제자식수,분리판정,자식Claim번호,12개항목상태,재입장결과,중단사유,코드버전,자료버전,실행시각
A02111,6,A02111_6,4월만 해도 690만6000명이었던 60세 이상 취업자는 지난달 704만9000명으로 처음으로 700만명을 넘었다.,"[""690만6000명"", ""704만9000명"", ""700만명""]","{""n1"": {""group_id"": ""g1"", ""role"": ""REFERENCE_VALUE""}, ""n2"": {""group_id"": ""g1"", ""role"": ""MAIN_VALUE""}, ""n3"": {""group_id"": ""g1"", ""role"": ""CONTEXT_VALUE""}}","[{""expression"": ""690만6000명"", ""group_id"": ""g1"", ""role"": ""REFERENCE_VALUE""}, {""expression"": ""700만명"", ""group_id"": ""g1"", ""role"": ""CONTEXT_VALUE""}, {""expression"": ""704만9000명"", ""group_id"": ""g1"", ""role"": ""MAIN_VALUE""}]",1,1,일치,claim_0b480e92fd76dad9,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=SOURCE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=SOURCE,KOSIS_PIPELINE_ELIGIBLE,KOSIS_PIPELINE_ELIGIBLE,multi-claim-role-grouping-v1,519de05c93d3ed9ad5efd88b8043ba2709ecd8ec566bd61834ca65f26e66fe80,2026-08-23T10:22:02.487457+00:00
A00628,16,A00628_16,10년 전과 비교하면 전체 취업자가 10.3% 늘어나는 동안 임금 근로자는 16.3% 증가했고 자영업자는 5.9% 감소했다.,"[""10.3%"", ""16.3%"", ""5.9%""]","{""n1"": {""group_id"": ""g1"", ""role"": ""MAIN_VALUE""}, ""n2"": {""group_id"": ""g2"", ""role"": ""MAIN_VALUE""}, ""n3"": {""group_id"": ""g3"", ""role"": ""MAIN_VALUE""}}","[{""expression"": ""10.3%"", ""group_id"": ""g1"", ""role"": ""CHANGE_VALUE""}, {""expression"": ""16.3%"", ""group_id"": ""g2"", ""role"": ""CHANGE_VALUE""}, {""expression"": ""5.9%"", ""group_id"": ""g3"", ""role"": ""CHANGE_VALUE""}]",3,3,일치,claim_b320ebdd6a334269,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=SOURCE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,KOSIS_PIPELINE_ELIGIBLE,PARTIAL_CHILD_ADMISSION,multi-claim-role-grouping-v1,519de05c93d3ed9ad5efd88b8043ba2709ecd8ec566bd61834ca65f26e66fe80,2026-08-23T10:22:02.487457+00:00
A00628,16,A00628_16,10년 전과 비교하면 전체 취업자가 10.3% 늘어나는 동안 임금 근로자는 16.3% 증가했고 자영업자는 5.9% 감소했다.,"[""10.3%"", ""16.3%"", ""5.9%""]","{""n1"": {""group_id"": ""g1"", ""role"": ""MAIN_VALUE""}, ""n2"": {""group_id"": ""g2"", ""role"": ""MAIN_VALUE""}, ""n3"": {""group_id"": ""g3"", ""role"": ""MAIN_VALUE""}}","[{""expression"": ""10.3%"", ""group_id"": ""g1"", ""role"": ""CHANGE_VALUE""}, {""expression"": ""16.3%"", ""group_id"": ""g2"", ""role"": ""CHANGE_VALUE""}, {""expression"": ""5.9%"", ""group_id"": ""g3"", ""role"": ""CHANGE_VALUE""}]",3,3,일치,claim_efd4bd750df444e0,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=SOURCE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,STRUCTURAL_HOLD,PARTIAL_CHILD_ADMISSION,multi-claim-role-grouping-v1,519de05c93d3ed9ad5efd88b8043ba2709ecd8ec566bd61834ca65f26e66fe80,2026-08-23T10:22:02.487457+00:00
A00675,6,A00675_6,"울릉군을 이어 2위는 청송군(81.8%)인데, 전체 시·군·구 중 고용률이 80%를 넘는 곳은 울릉군과 청송군뿐이었다.","[""2위"", ""81.8%"", ""80%""]","{""n1"": {""group_id"": ""g1"", ""role"": ""CONTEXT_VALUE""}, ""n2"": {""group_id"": ""g1"", ""role"": ""MAIN_VALUE""}, ""n3"": {""group_id"": ""g1"", ""role"": ""CONTEXT_VALUE""}}","[{""expression"": ""2위"", ""group_id"": ""g1"", ""role"": ""CONTEXT_VALUE""}, {""expression"": ""81.8%"", ""group_id"": ""g1"", ""role"": ""MAIN_VALUE""}, {""expression"": ""80%"", ""group_id"": ""g1"", ""role"": ""CONTEXT_VALUE""}]",1,1,일치,claim_d465ed446c1b7931,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=MISSING | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=SOURCE | source_hint=SOURCE,STRUCTURAL_HOLD,MISSING_REQUIRED_SLOTS:dimension,multi-claim-role-grouping-v1,519de05c93d3ed9ad5efd88b8043ba2709ecd8ec566bd61834ca65f26e66fe80,2026-08-23T10:22:02.487457+00:00
A00675,7,A00675_7,"반대로 고용률이 가장 낮은 곳은 부산의 대표적 구도심인 영도구(48.1%)로, 전국 시·군·구 중 유일하게 고용률 50%를 넘지 못했다.","[""48.1%"", ""50%""]","{""n1"": {""group_id"": ""g1"", ""role"": ""MAIN_VALUE""}, ""n2"": {""group_id"": ""g1"", ""role"": ""CONTEXT_VALUE""}}","[{""expression"": ""48.1%"", ""group_id"": ""g1"", ""role"": ""MAIN_VALUE""}, {""expression"": ""50%"", ""group_id"": ""g1"", ""role"": ""CONTEXT_VALUE""}]",1,1,일치,claim_1d941269c1f97650,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=SOURCE | source_hint=SOURCE,CONTEXT_REQUIRED,CONTEXT_REQUIRED,multi-claim-role-grouping-v1,519de05c93d3ed9ad5efd88b8043ba2709ecd8ec566bd61834ca65f26e66fe80,2026-08-23T10:22:02.487457+00:00
A00922,9,A00922_9,청년 취업자는 355만7000명으로 1년 새 23만5000명 줄었다.,"[""355만7000명"", ""23만5000명""]","{""n1"": {""group_id"": ""g1"", ""role"": ""MAIN_VALUE""}, ""n2"": {""group_id"": ""g1"", ""role"": ""CHANGE_VALUE""}}","[{""expression"": ""23만5000명"", ""group_id"": ""g1"", ""role"": ""CHANGE_VALUE""}, {""expression"": ""355만7000명"", ""group_id"": ""g1"", ""role"": ""MAIN_VALUE""}]",1,1,일치,claim_a53a99ef7f4c9e8e,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=SOURCE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=SOURCE,KOSIS_PIPELINE_ELIGIBLE,KOSIS_PIPELINE_ELIGIBLE,multi-claim-role-grouping-v1,519de05c93d3ed9ad5efd88b8043ba2709ecd8ec566bd61834ca65f26e66fe80,2026-08-23T10:22:02.487457+00:00
A01193,8,A01193_8,"둘을 합치면 17만9000명으로, 전체 취업자 증가 규모(15만9000명)를 뛰어넘은 것이다.","[""17만9000명"", ""15만9000명""]","{""n1"": {""group_id"": ""g1"", ""role"": ""MAIN_VALUE""}, ""n2"": {""group_id"": ""g1"", ""role"": ""REFERENCE_VALUE""}}","[{""expression"": ""17만9000명"", ""group_id"": ""g1"", ""role"": ""MAIN_VALUE""}, {""expression"": ""15만9000명"", ""group_id"": ""g2"", ""role"": ""MAIN_VALUE""}]",1,2,불일치,claim_83668faca882f121,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=SOURCE,KOSIS_PIPELINE_ELIGIBLE,KOSIS_PIPELINE_ELIGIBLE,multi-claim-role-grouping-v1,519de05c93d3ed9ad5efd88b8043ba2709ecd8ec566bd61834ca65f26e66fe80,2026-08-23T10:22:02.487457+00:00
A01193,8,A01193_8,"둘을 합치면 17만9000명으로, 전체 취업자 증가 규모(15만9000명)를 뛰어넘은 것이다.","[""17만9000명"", ""15만9000명""]","{""n1"": {""group_id"": ""g1"", ""role"": ""MAIN_VALUE""}, ""n2"": {""group_id"": ""g1"", ""role"": ""REFERENCE_VALUE""}}","[{""expression"": ""17만9000명"", ""group_id"": ""g1"", ""role"": ""MAIN_VALUE""}, {""expression"": ""15만9000명"", ""group_id"": ""g2"", ""role"": ""MAIN_VALUE""}]",1,2,불일치,claim_b5c0f416542a2e4c,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=SOURCE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=SOURCE,KOSIS_PIPELINE_ELIGIBLE,KOSIS_PIPELINE_ELIGIBLE,multi-claim-role-grouping-v1,519de05c93d3ed9ad5efd88b8043ba2709ecd8ec566bd61834ca65f26e66fe80,2026-08-23T10:22:02.487457+00:00
A01285,13,A01285_13,"건설업 부진 장기화로 40대와 50대 취업자 수도 각각 4만9000명, 2만6000명 줄었다.","[""4만9000명"", ""2만6000명""]","{""n1"": {""group_id"": ""g1"", ""role"": ""MAIN_VALUE""}, ""n2"": {""group_id"": ""g2"", ""role"": ""MAIN_VALUE""}}","[{""expression"": ""4만9000명"", ""group_id"": ""g1"", ""role"": ""CHANGE_VALUE""}, {""expression"": ""2만6000명"", ""group_id"": ""g2"", ""role"": ""CHANGE_VALUE""}]",2,2,일치,claim_bbcc1e4c668b3946,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=SOURCE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,STRUCTURAL_HOLD,MISSING_REQUIRED_SLOTS:time,multi-claim-role-grouping-v1,519de05c93d3ed9ad5efd88b8043ba2709ecd8ec566bd61834ca65f26e66fe80,2026-08-23T10:22:02.487457+00:00
A01285,13,A01285_13,"건설업 부진 장기화로 40대와 50대 취업자 수도 각각 4만9000명, 2만6000명 줄었다.","[""4만9000명"", ""2만6000명""]","{""n1"": {""group_id"": ""g1"", ""role"": ""MAIN_VALUE""}, ""n2"": {""group_id"": ""g2"", ""role"": ""MAIN_VALUE""}}","[{""expression"": ""4만9000명"", ""group_id"": ""g1"", ""role"": ""CHANGE_VALUE""}, {""expression"": ""2만6000명"", ""group_id"": ""g2"", ""role"": ""CHANGE_VALUE""}]",2,2,일치,claim_0c23f0b7b1606147,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=SOURCE | population=SOURCE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=SOURCE,KOSIS_PIPELINE_ELIGIBLE,PARTIAL_CHILD_ADMISSION,multi-claim-role-grouping-v1,519de05c93d3ed9ad5efd88b8043ba2709ecd8ec566bd61834ca65f26e66fe80,2026-08-23T10:22:02.487457+00:00
A01285,8,A01285_8,"제조업과 도소매업에서 취업자 수가 각각 11만2000명, 2만6000명 감소하는 등 청년층 취업자 비중이 높은 분야의 고용이 부진한 영향이 컸다.","[""11만2000명"", ""2만6000명""]","{""n1"": {""group_id"": ""g1"", ""role"": ""MAIN_VALUE""}, ""n2"": {""group_id"": ""g2"", ""role"": ""MAIN_VALUE""}}","[{""expression"": ""11만2000명"", ""group_id"": ""g1"", ""role"": ""CHANGE_VALUE""}, {""expression"": ""2만6000명"", ""group_id"": ""g2"", ""role"": ""CHANGE_VALUE""}]",2,2,일치,claim_5f370cf70155471d,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=SOURCE | source_hint=SOURCE,STRUCTURAL_HOLD,MISSING_REQUIRED_SLOTS:time,multi-claim-role-grouping-v1,519de05c93d3ed9ad5efd88b8043ba2709ecd8ec566bd61834ca65f26e66fe80,2026-08-23T10:22:02.487457+00:00
A01285,8,A01285_8,"제조업과 도소매업에서 취업자 수가 각각 11만2000명, 2만6000명 감소하는 등 청년층 취업자 비중이 높은 분야의 고용이 부진한 영향이 컸다.","[""11만2000명"", ""2만6000명""]","{""n1"": {""group_id"": ""g1"", ""role"": ""MAIN_VALUE""}, ""n2"": {""group_id"": ""g2"", ""role"": ""MAIN_VALUE""}}","[{""expression"": ""11만2000명"", ""group_id"": ""g1"", ""role"": ""CHANGE_VALUE""}, {""expression"": ""2만6000명"", ""group_id"": ""g2"", ""role"": ""CHANGE_VALUE""}]",2,2,일치,claim_90dbedc3905da40c,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=SOURCE | dimension=SOURCE | comparison=MISSING | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,STRUCTURAL_HOLD,"MISSING_REQUIRED_SLOTS:time,comparison",multi-claim-role-grouping-v1,519de05c93d3ed9ad5efd88b8043ba2709ecd8ec566bd61834ca65f26e66fe80,2026-08-23T10:22:02.487457+00:00
A01292,7,A01292_7,"청년 취업자 비율이 높은 제조업(-11만2000명)과 건설업(-18만5000명), 도·소매업(-2만6000명) 등에서 줄줄이 고용이 줄었다.","[""11만2000명"", ""18만5000명"", ""2만6000명""]","{""n1"": {""group_id"": ""g1"", ""role"": ""MAIN_VALUE""}, ""n2"": {""group_id"": ""g2"", ""role"": ""MAIN_VALUE""}, ""n3"": {""group_id"": ""g3"", ""role"": ""MAIN_VALUE""}}","[{""expression"": ""11만2000명"", ""group_id"": ""g1"", ""role"": ""CHANGE_VALUE""}, {""expression"": ""18만5000명"", ""group_id"": ""g2"", ""role"": ""CHANGE_VALUE""}, {""expression"": ""2만6000명"", ""group_id"": ""g3"", ""role"": ""CHANGE_VALUE""}]",3,3,일치,claim_a9cabe2db71f3d37,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=SOURCE | dimension=SOURCE | comparison=NOT_APPLICABLE | calculation=MISSING | condition=SOURCE | source_hint=NOT_APPLICABLE,STRUCTURAL_HOLD,"MISSING_REQUIRED_SLOTS:time,calculation",multi-claim-role-grouping-v1,519de05c93d3ed9ad5efd88b8043ba2709ecd8ec566bd61834ca65f26e66fe80,2026-08-23T10:22:02.487457+00:00
A01292,7,A01292_7,"청년 취업자 비율이 높은 제조업(-11만2000명)과 건설업(-18만5000명), 도·소매업(-2만6000명) 등에서 줄줄이 고용이 줄었다.","[""11만2000명"", ""18만5000명"", ""2만6000명""]","{""n1"": {""group_id"": ""g1"", ""role"": ""MAIN_VALUE""}, ""n2"": {""group_id"": ""g2"", ""role"": ""MAIN_VALUE""}, ""n3"": {""group_id"": ""g3"", ""role"": ""MAIN_VALUE""}}","[{""expression"": ""11만2000명"", ""group_id"": ""g1"", ""role"": ""CHANGE_VALUE""}, {""expression"": ""18만5000명"", ""group_id"": ""g2"", ""role"": ""CHANGE_VALUE""}, {""expression"": ""2만6000명"", ""group_id"": ""g3"", ""role"": ""CHANGE_VALUE""}]",3,3,일치,claim_9cb0ed08ab526a80,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=SOURCE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=SOURCE,STRUCTURAL_HOLD,MISSING_REQUIRED_SLOTS:time,multi-claim-role-grouping-v1,519de05c93d3ed9ad5efd88b8043ba2709ecd8ec566bd61834ca65f26e66fe80,2026-08-23T10:22:02.487457+00:00
A01292,7,A01292_7,"청년 취업자 비율이 높은 제조업(-11만2000명)과 건설업(-18만5000명), 도·소매업(-2만6000명) 등에서 줄줄이 고용이 줄었다.","[""11만2000명"", ""18만5000명"", ""2만6000명""]","{""n1"": {""group_id"": ""g1"", ""role"": ""MAIN_VALUE""}, ""n2"": {""group_id"": ""g2"", ""role"": ""MAIN_VALUE""}, ""n3"": {""group_id"": ""g3"", ""role"": ""MAIN_VALUE""}}","[{""expression"": ""11만2000명"", ""group_id"": ""g1"", ""role"": ""CHANGE_VALUE""}, {""expression"": ""18만5000명"", ""group_id"": ""g2"", ""role"": ""CHANGE_VALUE""}, {""expression"": ""2만6000명"", ""group_id"": ""g3"", ""role"": ""CHANGE_VALUE""}]",3,3,일치,claim_35eb9d64bc4f3ace,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=SOURCE | dimension=SOURCE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=SOURCE | source_hint=SOURCE,STRUCTURAL_HOLD,MISSING_REQUIRED_SLOTS:time,multi-claim-role-grouping-v1,519de05c93d3ed9ad5efd88b8043ba2709ecd8ec566bd61834ca65f26e66fe80,2026-08-23T10:22:02.487457+00:00
