기사번호,문장번호,부모Claim번호,Claim번호,원문,분야,12개항목상태,12개항목공식조회가능,통계표검색시도,항목정보조회시도,기간정보조회시도,현재상태,현재중단단계,현재사유,대표문제,보조문제,다음실행단계,개선전상태,개선전사유,개선후상태,개선후사유,개선판정,공식통계표,공식값출처,실행횟수,코드버전,데이터버전,기록시각
A00134,3,A00134_3,A00134_3,실업률은 전월(4.2%)보다 소폭(0.1% 포인트) 떨어진 4.1%를 기록했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,1,29,25,HOLD,OFFICIAL_VALUE_FETCH,AS_OF_UNAVAILABLE,VALUE_PUBLICATION,,OFFICIAL_VALUE_FETCH~VERDICT,HOLD,AS_OF_UNAVAILABLE,,,,,,0,,,
A01947,22,A01947_22,A01947_22,관세청은 5월 1~20일 대미(對美) 수출액이 작년 같은 기간보다 14.6% 급감한 52억5400만달러(약 7조2900억원)였다고 집계했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=SOURCE,예,6,35,16,HOLD,OFFICIAL_VALUE_FETCH,FETCH_FAILED,VALUE_PUBLICATION,,OFFICIAL_VALUE_FETCH~VERDICT,HOLD,FETCH_FAILED,,,,,,0,,,
A01947,24,A01947_24,A01947_24,"올해 1~4월 대미 수출은 작년보다 3% 이상 줄었는데, 5월 들어 감소세가 더 가팔라졌다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,6,39,15,HOLD,OFFICIAL_VALUE_FETCH,FETCH_FAILED,VALUE_PUBLICATION,,OFFICIAL_VALUE_FETCH~VERDICT,HOLD,FETCH_FAILED,,,,,,0,,,
A01947,29,A01947_29,A01947_29,지난 2021년과 2022년에도 순수출의 성장 기여도는 0% 수준이었다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,4,35,10,HOLD,OFFICIAL_VALUE_FETCH,PUBLICATION_FETCH_FAILED,VALUE_PUBLICATION,,OFFICIAL_VALUE_FETCH~VERDICT,HOLD,PUBLICATION_FETCH_FAILED,,,,,,0,,,
A01986,2,A01986_2,A01986_2,월 수출액이 전년 동기보다 줄어든 것은 설 연휴가 포함돼 영업 일수가 확 줄어 마이너스를 기록한 올 1월(-10.2%) 이후 4개월 만이다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,4,24,9,HOLD,OFFICIAL_VALUE_FETCH,FETCH_FAILED,VALUE_PUBLICATION,,OFFICIAL_VALUE_FETCH~VERDICT,HOLD,FETCH_FAILED,,,,,,0,,,
A01986,4,A01986_4,A01986_4,산업통상자원부는 1일 지난달 수출액이 작년보다 1.3% 감소한 572억7000만달러(약 79조2500억원)로 집계됐다고 밝혔다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=SOURCE,예,4,34,17,HOLD,OFFICIAL_VALUE_FETCH,AS_OF_UNAVAILABLE,VALUE_PUBLICATION,,OFFICIAL_VALUE_FETCH~VERDICT,HOLD,AS_OF_UNAVAILABLE,,,,,,0,,,
A02028,21,A02028_21,A02028_21,2022년 폴란드와 30억달러 규모 FA-50 48대 수출 계약은 또 다른 변곡점이었다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,4,24,14,HOLD,OFFICIAL_VALUE_FETCH,PUBLICATION_FETCH_FAILED,VALUE_PUBLICATION,,OFFICIAL_VALUE_FETCH~VERDICT,HOLD,PUBLICATION_FETCH_FAILED,,,,,,0,,,
A02099,4,A02099_4,A02099_4,"이 기간 실제 일한 날을 뜻하는 조업일수를 고려한 일평균 수출액은 28억1000만달러로, 작년 같은 기간 조업일수를 고려한 일평균 수출액(24억5000만달러)보다 15.% 늘었다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,4,18,5,HOLD,OFFICIAL_VALUE_FETCH,FETCH_FAILED,VALUE_PUBLICATION,,OFFICIAL_VALUE_FETCH~VERDICT,HOLD,FETCH_FAILED,,,,,,0,,,
A02111,25,A02111_25,A02111_25,모든 연령대를 합친 고용률은 지난달 63.8%로 1년 전보다 0.3%포인트 늘었다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=MISSING | source_hint=NOT_APPLICABLE,아니오,1,29,11,HOLD,OFFICIAL_VALUE_FETCH,FETCH_FAILED,VALUE_PUBLICATION,,OFFICIAL_VALUE_FETCH~VERDICT,HOLD,FETCH_FAILED,,,,,,0,,,
A02202,3,A02202_3,A02202_3,"통계청이 19일 발표한 ’2024년 하반기 지역별 고용 조사 맞벌이 가구 및 1인 가구 취업 현황’에 따르면, 1인 가구는 800만3000가구로 1년 전보다 61만6000가구가 늘었다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=SOURCE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=MISSING | source_hint=SOURCE,아니오,1,23,14,HOLD,OFFICIAL_VALUE_FETCH,FETCH_FAILED,VALUE_PUBLICATION,,OFFICIAL_VALUE_FETCH~VERDICT,HOLD,FETCH_FAILED,,,,,,0,,,
A02202,7,A02202_7,A02202_7,전체 1인 가구 중 취업 가구 비율은 63.7%로 전년 대비 0.4%포인트 늘었다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=SOURCE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=MISSING | source_hint=NOT_APPLICABLE,아니오,1,23,17,HOLD,OFFICIAL_VALUE_FETCH,AS_OF_UNAVAILABLE,VALUE_PUBLICATION,,OFFICIAL_VALUE_FETCH~VERDICT,HOLD,AS_OF_UNAVAILABLE,,,,,,0,,,
A02256,10,A02256_10,A02256_10,올 들어 지난 20일까지 무역수지 흑자는 213억1400만달러로 전년 동기(161조6400만달러) 대비 31.9% 늘었다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=MISSING | source_hint=NOT_APPLICABLE,아니오,1,20,7,HOLD,OFFICIAL_VALUE_FETCH,FETCH_FAILED,VALUE_PUBLICATION,,OFFICIAL_VALUE_FETCH~VERDICT,HOLD,FETCH_FAILED,,,,,,0,,,
A02266,4,A02266_4,A02266_4,휴일을 제외한 조업 일수 하루 평균 수출액도 이 기간 27억6000만달러로 전년 동기 대비 12.2% 늘었다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=MISSING | source_hint=NOT_APPLICABLE,아니오,4,18,5,HOLD,OFFICIAL_VALUE_FETCH,PUBLICATION_FETCH_FAILED,VALUE_PUBLICATION,,OFFICIAL_VALUE_FETCH~VERDICT,HOLD,PUBLICATION_FETCH_FAILED,,,,,,0,,,
A02421,1,A02421_1,A02421_1,농림축산식품부는 6일 올해 상반기 아이스크림 수출액이 6550만달러(894억원)를 기록했다고 밝혔다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=SOURCE,예,4,33,17,HOLD,OFFICIAL_VALUE_FETCH,AS_OF_UNAVAILABLE,VALUE_PUBLICATION,,OFFICIAL_VALUE_FETCH~VERDICT,HOLD,AS_OF_UNAVAILABLE,,,,,,0,,,
A02421,4,A02421_4,A02421_4,작년 연간 아이스크림 수출액은 9150만달러로 1억달러에 근접했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,4,30,16,HOLD,OFFICIAL_VALUE_FETCH,AS_OF_UNAVAILABLE,VALUE_PUBLICATION,,OFFICIAL_VALUE_FETCH~VERDICT,HOLD,AS_OF_UNAVAILABLE,,,,,,0,,,
A02491,3,A02491_3,A02491_3,11일 관세청은 ‘7월 1~10일 수출입 현황’에서 이달 1~10일 수출액이 194억달러로 전년 동기 대비 9.5% 증가했다고 밝혔다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=SOURCE,예,4,24,11,HOLD,OFFICIAL_VALUE_FETCH,AS_OF_UNAVAILABLE,VALUE_PUBLICATION,,OFFICIAL_VALUE_FETCH~VERDICT,HOLD,AS_OF_UNAVAILABLE,,,,,,0,,,
A02604,2,A02604_2,A02604_2,국가데이터처가 2일 발표한 ‘9월 소비자물가 동향’에 따르면 지난달 소비자 물가지수는 117.06(2020년=100)으로 1년 전 대비 2.1% 올랐다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=MISSING | source_hint=NOT_APPLICABLE,아니오,3,32,23,HOLD,OFFICIAL_VALUE_FETCH,FETCH_FAILED,VALUE_PUBLICATION,,OFFICIAL_VALUE_FETCH~VERDICT,HOLD,FETCH_FAILED,,,,,,0,,,
A02633,6,A02633_6,A02633_6,취업자 수 증가 폭은 올해 들어 5월(24만5000명)을 제외하고 매달 10만명대를 맴돌다가 9월 들어 크게 늘었다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,4,1,1,HOLD,OFFICIAL_VALUE_FETCH,AS_OF_UNAVAILABLE,VALUE_PUBLICATION,,OFFICIAL_VALUE_FETCH~VERDICT,HOLD,AS_OF_UNAVAILABLE,,,,,,0,,,
A02665,3,A02665_3,A02665_3,국가데이터처가 29일 발표한 '8월 인구동향'에 따르면 지난 8월 출생아 수는 1년 전보다 764명(3.8%) 증가한 2만867명이다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,1,43,34,HOLD,OFFICIAL_VALUE_FETCH,FETCH_FAILED,VALUE_PUBLICATION,,OFFICIAL_VALUE_FETCH~VERDICT,HOLD,FETCH_FAILED,,,,,,0,,,
