Claim번호,원문,지표,단위,주기,지역,대표원인,적용규칙군,개선전실패단계,개선전사유,재실행후실패단계,재실행후사유,단계변화,엄격공식판정완료,최종판정,근거좌표수,공식값수,공식근거수,공식근거URL,공식응답해시
claim_9e3fa367e9e40c46,"고용노동부가 사업체 5만여 곳을 대상으로 조사한 결과에 따르면 지난해 우리나라 근로자 월평균 명목임금은 407만9000원이고, 물가 수준을 고려한 실질임금은 월평균 357만3000원이다.",물가상승률,원,년,전국,CLAIM_STRUCTURE_ERROR,SOURCE_INDICATOR_VALUE_ROLE,필수 조건 검사,NO_EVIDENCE_COORDINATE_CANDIDATE,필수 조건 검사,NO_EVIDENCE_COORDINATE_CANDIDATE,동일단계,N,UNDETERMINED,0,0,0,,
claim_a39c95dc02922b4e,고령 돌봄 수요 확대 등에 따라 지난달 보건·사회복지서비스업 취업자 수는 323만4000명으로 전년 동월 대비 21만6000명 증가했다.,취업자 수,명,월,대한민국,DIMENSION_COORDINATE_GAP,OFFICIAL_DIMENSION_MEMBER,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,동일단계,N,UNDETERMINED,0,0,0,,
claim_a3d2eacdeae596da,"전국 농가 수는 1970년 약 248만3000가구였지만, 1984년 약 197만 3000가구로 처음 200만 가구 아래로 떨어진 뒤 2023년에는 100만 가구 선도 깨졌다.",농가 수,가구,년,전국,PERIOD_FREQUENCY_GAP,OFFICIAL_PERIOD_NORMALIZATION,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,동일단계,N,UNDETERMINED,0,0,0,,
claim_ac272991918f1c8e,국내 농가 수는 지난 2023년 99만9000가구를 기록하며 처음으로 100만 가구 아래로 떨어진 이후 하락세가 지속되고 있다.,농가 수,가구,년,국내,SEMANTIC_COORDINATE_AMBIGUITY,EXACT_COORDINATE_REVIEW,필수 조건 검사,NO_EVIDENCE_COORDINATE_CANDIDATE,공식값 조회,AS_OF_UNAVAILABLE,다음단계진전,N,UNDETERMINED,1,0,1,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1EA1038&itmId=T00&prdSe=Y&startPrdDe=2023&endPrdDe=2023&objL1=000,549c95750bc55bd5b9a3447b39105e263542315a23a0ec2b5599dffc34a9ff56
claim_accf2f7d9058e976,"통계청이 집계하는 가공식품 품목 73개 가운데 라면과 초콜릿(20.4%), 고추장(14.2%), 김치(14.2%), 빵(6.4%) 등 62개 가격이 올라 지난달 가공식품 물가는 4.6%나 뛰었다.",가공식품 가격,%,월,대한민국,PERIOD_FREQUENCY_GAP,OFFICIAL_PERIOD_NORMALIZATION,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,동일단계,N,UNDETERMINED,0,0,0,,
claim_b0c618819d2bd081,키움증권은 올해 5월 19일 기준 국내 제약 바이오 기술 수출액이 62억달러(약 8조5500억원)에 달했다고 최근 밝혔다.,기술 수출액,억달러,누계,국내,REGION_COORDINATE_GAP,OFFICIAL_REGION_ALIAS,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,동일단계,N,UNDETERMINED,0,0,0,,
claim_b256cf2d4da2d9f2,28일 한국수입자동차협회(KAIDA)에 따르면 작년 1~12월 1억원이 넘는 수입차는 총 6만2520대가 판매됐다.,수입차 판매 대수,대,년,한국,PERIOD_FREQUENCY_GAP,OFFICIAL_PERIOD_NORMALIZATION,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,동일단계,N,UNDETERMINED,0,0,0,,
claim_bca90962953a18c9,,수출액,대,년,,DIMENSION_COORDINATE_GAP,OFFICIAL_DIMENSION_MEMBER,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,동일단계,N,UNDETERMINED,0,0,0,,
claim_bf069e7a5b2482e3,"지난 1분기 25~34세 인구는 697만6000명으로, 작년 1분기(697만7000명)와 비슷했다.",인구,명,분기,,DIMENSION_COORDINATE_GAP,OFFICIAL_DIMENSION_MEMBER,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,동일단계,N,UNDETERMINED,0,0,0,,
claim_c598b89c89778fed,,수출량,대,누계,,PERIOD_FREQUENCY_GAP,OFFICIAL_PERIOD_NORMALIZATION,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,동일단계,N,UNDETERMINED,0,0,0,,
claim_c91a83f4d40b12ab,올해 두나무를 포함해 자산총액이 11조6000억원(최근 명목 GDP 확정치의 0.5%) 이상인 기업집단 46곳이 상호출자제한기업집단으로 지정됐다.,상호출자제한기업집단 지정 기준 자산총액,조원,년,대한민국,DIMENSION_COORDINATE_GAP,OFFICIAL_DIMENSION_MEMBER,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,동일단계,N,UNDETERMINED,0,0,0,,
claim_cafe56bb76521bbb,지난달 청년 실업률이 7% 중반까지 치솟아 코로나 대유행으로 실업률이 10%까지 치솟았던 2021년 이후 4년 만에 가장 높았다.,실업률,%,월,,SEMANTIC_COORDINATE_AMBIGUITY,EXACT_COORDINATE_REVIEW,필수 조건 검사,NO_EVIDENCE_COORDINATE_CANDIDATE,필수 조건 검사,NO_EVIDENCE_COORDINATE_CANDIDATE,동일단계,N,UNDETERMINED,0,0,0,,
claim_cbad041451547ab2,"연간 경제성장률이 3~4%에 달하던 시절은 아련하고, 지금은 1% 성장률에 머물러 있다.",경제성장률,%,년,지금,SEMANTIC_COORDINATE_AMBIGUITY,EXACT_COORDINATE_REVIEW,필수 조건 검사,NO_EVIDENCE_COORDINATE_CANDIDATE,필수 조건 검사,NO_EVIDENCE_COORDINATE_CANDIDATE,동일단계,N,UNDETERMINED,0,0,0,,
claim_cce2f043f3f0e786,"전년 동월 대비 비정규직이 늘어난 산업은 보건사회복지업(21만명), 운수창고업(3만9000명)이었고, 숙박음식업(-5만8000명), 건설업(-5만1000명), 도소매업(-4만1000명), 제조업(-3만2000명)은 감소했다.",비정규직 수 증감,명,월,,DIMENSION_COORDINATE_GAP,OFFICIAL_DIMENSION_MEMBER,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,동일단계,N,UNDETERMINED,0,0,0,,
claim_cdacc78d98fd1e6b,,수출액,달러,년,,DIMENSION_COORDINATE_GAP,OFFICIAL_DIMENSION_MEMBER,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,동일단계,N,UNDETERMINED,0,0,0,,
claim_ce14765a78a0675e,"3일 국가데이터처의 경제활동인구조사 마이크로데이터를 분석한 결과에 따르면, 지난 9월 기준 국내 부업자 수는 67만9367명으로 지난해 9월(65만5475명)보다 2만4000명가량 늘었다.",부업자 수,명,월,국내,PERIOD_FREQUENCY_GAP,OFFICIAL_PERIOD_NORMALIZATION,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,동일단계,N,UNDETERMINED,0,0,0,,
claim_d16538d7381cefb2,"작년 1억원 이상 수입차에서 가장 인기 있는 모델 5개 중 SUV가 3개, 세단은 1개였다.",수입액,원,년,,SEMANTIC_COORDINATE_AMBIGUITY,EXACT_COORDINATE_REVIEW,필수 조건 검사,NO_EVIDENCE_COORDINATE_CANDIDATE,후보 의미 비교,AMBIGUOUS_MARGIN,다음단계진전,N,UNDETERMINED,1,0,0,,
claim_d3cfc35992f45b90,비상 계엄 파문 이전인 작년... 3분기 연속 제로 성장… 현실이 된 '피크 코리아' -0.2%(2024년 2분기)→0.1%(3분기)→0.1%(4분기) 한국 경제성장률이 3개 분기 연속으로 0% 안팎을 기록했다.,경제성장률,%,분기,전국,SEMANTIC_COORDINATE_AMBIGUITY,EXACT_COORDINATE_REVIEW,필수 조건 검사,NO_EVIDENCE_COORDINATE_CANDIDATE,필수 조건 검사,NO_EVIDENCE_COORDINATE_CANDIDATE,동일단계,N,UNDETERMINED,0,0,0,,
claim_e2ed9bf16de852a0,"실업률은 4% 수준이고, 작년 12월에는 일자리 25만개가 새로 만들어졌다.",일자리,개,월,,PERIOD_FREQUENCY_GAP,OFFICIAL_PERIOD_NORMALIZATION,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,동일단계,N,UNDETERMINED,0,0,0,,
claim_e8ddfd4375ff8253,"지난 2003년부터 2022년까지 20년간 20대 후반의 실업률은 고졸이 대졸보다 높았는데, 지난 2023년부터 대졸 실업률(6.2%)이 고졸(5.2%)을 넘는 역전 현상이 발생했다.",실업률,%,년,,SEMANTIC_COORDINATE_AMBIGUITY,EXACT_COORDINATE_REVIEW,필수 조건 검사,NO_EVIDENCE_COORDINATE_CANDIDATE,필수 조건 검사,NO_EVIDENCE_COORDINATE_CANDIDATE,동일단계,N,UNDETERMINED,0,0,0,,
claim_e9cc4c0de10264a9,한국무역협회는 올해 1분기 한국의 대미 무역수지 흑자가 133억8000만달러로 작년 동기(132억2000만달러)보다 소폭 웃돌았다고 19일 밝혔다.,무역수지 흑자,달러,분기,한국,PERIOD_FREQUENCY_GAP,OFFICIAL_PERIOD_NORMALIZATION,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,동일단계,N,UNDETERMINED,0,0,0,,
claim_eb64c1ce7e5abde3,"우리나라 역시 GDP 대비 정부 부채 비율이 2000년부터 2023년까지 34.6%포인트 늘었는데, 고령화와 관련이 높은 사회수혜금(44.5%포인트), 사회보장현물(49.8%) 지출이 큰 영향을 끼쳤다.",사회보장현물 지출,%,년,대한민국,DIMENSION_COORDINATE_GAP,OFFICIAL_DIMENSION_MEMBER,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,동일단계,N,UNDETERMINED,0,0,0,,
claim_ec3f120db14ef8f3,"2008년 금융 위기 때나 2020년 코로나 위기 때도 2개 분기 연속으로 0.1%를 하회하는 성장률을 기록했지만, 세 번째 분기에는 곧바로 1~2% 성장했었다.",성장률,%,분기,,SEMANTIC_COORDINATE_AMBIGUITY,EXACT_COORDINATE_REVIEW,필수 조건 검사,NO_EVIDENCE_COORDINATE_CANDIDATE,필수 조건 검사,NO_EVIDENCE_COORDINATE_CANDIDATE,동일단계,N,UNDETERMINED,0,0,0,,
claim_ed030b7903aeff70,29일 농림축산식품부와 한국농수산식품유통공사(aT)에 따르면 지난해 떡류 수출액은 9140만달러(약 1313억원)로 1억달러에 근접했다.,수출액,달러,년,,DIMENSION_COORDINATE_GAP,OFFICIAL_DIMENSION_MEMBER,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,동일단계,N,UNDETERMINED,0,0,0,,
claim_efe06326549a5d8e,"당시 수입차 판매량은 1996년 1만315대, 1997년 8136대, 1998년 2075대로 2년 연속 줄었다.",판매량,대,년,,PERIOD_FREQUENCY_GAP,OFFICIAL_PERIOD_NORMALIZATION,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,동일단계,N,UNDETERMINED,0,0,0,,
claim_f6144e9032ae4a7a,실제 근로소득세 수입은 2008년 15조6000억원에서 지난해 61조원으로 거의 4배로 늘었다.,실제 근로소득세 수입,조원,년,,PERIOD_FREQUENCY_GAP,OFFICIAL_PERIOD_NORMALIZATION,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,NO_EVIDENCE_COORDINATE_CANDIDATE,동일단계,N,UNDETERMINED,0,0,0,,
claim_fa38cac3c10b0e85,"한편, 지난해 현대차·기아 전체 수출 대수는 218만698대, 수출액은 533억6000만달러(약 78조원)로, 2년 연속 수출 200만대, 수출액 500억달러를 이어갔다.",수출 대수,대,년,,PERIOD_FREQUENCY_GAP,OFFICIAL_PERIOD_NORMALIZATION,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,동일단계,N,UNDETERMINED,0,0,0,,
claim_fd0b6a6685277a86,"◇수입차 최대 수준 보조금 2025년형 ID.4의 가격은 ID.4 Pro Lite가 5299만원, ID.4 Pro가 5999만원으로 9만원 인상에 그쳤다.",차량 가격,만원,년,,PERIOD_FREQUENCY_GAP,OFFICIAL_PERIOD_NORMALIZATION,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,동일단계,N,UNDETERMINED,0,0,0,,
claim_ff5fabf31d5ab7af,하지만 사회 초년생인 청년층 고용률은 46.2%로 전년 동월 대비 0.7%포인트 감소했다.,고용률,%,월,,SEMANTIC_COORDINATE_AMBIGUITY,EXACT_COORDINATE_REVIEW,필수 조건 검사,NO_EVIDENCE_COORDINATE_CANDIDATE,필수 조건 검사,NO_HARD_GUARD_CANDIDATE,동일단계,N,UNDETERMINED,0,0,0,,
