기사번호,문장번호,부모Claim번호,Claim번호,원문,분야,12개항목상태,12개항목공식조회가능,통계표검색시도,항목정보조회시도,기간정보조회시도,현재상태,현재중단단계,현재사유,대표문제,보조문제,다음실행단계,개선전상태,개선전사유,개선후상태,개선후사유,개선판정,재분류결과,재분류사유,다음경로,공식통계표,공식값출처,실행횟수,코드버전,데이터버전,기록시각,최신결과상태,최신결과단계,최신결과사유,최신개선판정,최신자식Claim번호,최신공식조회여부,최신공식통계표,최신공식좌표,최신공식값,최신계산값,최신판정,최신공표확인,최신공식값출처,최신결과출처,최신실행번호,최신기록시각,반영된결과수,남은작업,현재문제묶음,세부문제유형,세부문제설명,해결방법,처리우선순위,대표실행묶음
A02656,19,A02656_19,A02656_19,"이 조사에 따르면 보건업 및 사회복지 서비스업 취업자는 302만7000명이었는데, 이 중 절반 이상인 159만4000명이 비거주 복지시설 운영업 취업자였다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A02656_19,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T22:59:01.062676+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_MULTI_NUMERIC,연도를 제외한 여러 수치 주장이 한 문장에 섞임,수치 역할을 구분해 자식 Claim으로 분리하고 12개 항목을 다시 작성,1,
A02656,30,A02656_30,A02656_30,병원 취업자의 3개월 평균 임금은 384만원으로 비거주 복지시설 운영업의 3배 이상이었다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A02656_30,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T22:59:06.661946+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_MULTI_NUMERIC,연도를 제외한 여러 수치 주장이 한 문장에 섞임,수치 역할을 구분해 자식 Claim으로 분리하고 12개 항목을 다시 작성,1,
A02656,36,A02656_36,A02656_36,"박승희 성균관대 사회복지학과 교수는 ""60세 이상 노인들은 취업의 기회가 많지 않아 복지 관련 업무라도 하는 경우가 많다""면서 ""제조업 등과 달리 좋은 자리는 많이 없지만 고령화로 (사회복지) 일자리는 늘어날 것""이라고 했다.",,indicator=SOURCE | value=MISSING | unit=MISSING | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=SOURCE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A02656_36,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:13:46.130974+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_TIME_RECOVERY,검증 기간이 문장만으로 확정되지 않음,기사 작성일과 앞뒤 문장에서 기준 기간을 복구한 뒤 다시 진입,2,
A02656,8,A02656_8,A02656_8,"잠재성장률이란 자본·노동력을 최대한 활용했을 때 달성할 수 있는 성장률로, 이 총재의 말은 우리나라가 최선을 다해도 GDP가 2%도 채 늘지 않는다는 뜻이다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=SOURCE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A02656_8,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:06:22.730233+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_RECORD_ASSERTION,직접 수치와 역대 최고·최저 주장이 한 문장에 섞임,직접 수치 주장과 기록 비교 주장을 분리한 뒤 각각 다시 진입,6,
A02661,10,A02661_10,A02661_10,"올해 상반기 취업자는 매장판매종사자(153만9000명, 5.3%), 청소관련종사자(127만2000명, 4.4%), 작물재배종사자(120만5000명, 4.2%) 순이었다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,예,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A02661_10,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T22:59:07.080473+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_MULTI_NUMERIC,연도를 제외한 여러 수치 주장이 한 문장에 섞임,수치 역할을 구분해 자식 Claim으로 분리하고 12개 항목을 다시 작성,1,
A02664,1,A02664_1,A02664_1,결혼과 출생이 1년 넘게 동반해서 늘면서 올해 1~8월 출생아 수가 18년 만에 가장 큰 폭으로 늘었다.,,indicator=SOURCE | value=MISSING | unit=MISSING | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A02664_1,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:13:47.864582+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_SLOT_COMPLETION,공식 조회에 필요한 12개 항목 일부가 비어 있음,원문과 기사 문맥으로 빈 항목의 근거를 채우고 재진입,14,
A02665,13,A02665_13,A02665_13,8월 사망자 수는 1년 전보다 3150명(9.8%) 감소한 2만8971명이다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A02665_13,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:14:09.751555+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_MULTI_NUMERIC,연도를 제외한 여러 수치 주장이 한 문장에 섞임,수치 역할을 구분해 자식 Claim으로 분리하고 12개 항목을 다시 작성,1,
A02665,15,A02665_15,A02665_15,사망자 수가 출생아 수를 웃돌면서 8월 인구는 8105명 자연 감소했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A02665_15,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:14:11.550341+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_TIME_RECOVERY,검증 기간이 문장만으로 확정되지 않음,기사 작성일과 앞뒤 문장에서 기준 기간을 복구한 뒤 다시 진입,2,
A02665,17,A02665_17,A02665_17,"인구가 순이동된 도시는 인천(3422명), 충북(861명), 충남(823명) 등이고, 순유출된 도시는 서울(-3382명), 부산(-731명), 경북(-620명) 등이다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=SOURCE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A02665_17,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:14:13.759738+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_MULTI_NUMERIC,연도를 제외한 여러 수치 주장이 한 문장에 섞임,수치 역할을 구분해 자식 Claim으로 분리하고 12개 항목을 다시 작성,1,
A02665,9,A02665_9,A02665_9,시도별로는 서울과 부산 등 12개 시도에선 출생아가 늘었고 대전과 세종 등 5개 시도에선 줄었다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=SOURCE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A02665_9,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:14:07.982493+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_MULTI_NUMERIC,연도를 제외한 여러 수치 주장이 한 문장에 섞임,수치 역할을 구분해 자식 Claim으로 분리하고 12개 항목을 다시 작성,1,
A02670,1,A02670_1,A02670_1,우리나라에서 거주 중인 외국인 주민 수가 사상 최대 규모인 258만명을 기록했다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=SOURCE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A02670_1,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:14:16.796354+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_RECORD_ASSERTION,직접 수치와 역대 최고·최저 주장이 한 문장에 섞임,직접 수치 주장과 기록 비교 주장을 분리한 뒤 각각 다시 진입,6,
A02670,11,A02670_11,A02670_11,"외국인주민이 가장 많이 거주하는 시·도는 경기(84만5074명), 서울(45만888명), 충남(16만9245명), 인천(16만9219명), 경남(16만2714명) 순이었다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=SOURCE | population=SOURCE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A02670_11,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:14:21.870779+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_MULTI_NUMERIC,연도를 제외한 여러 수치 주장이 한 문장에 섞임,수치 역할을 구분해 자식 Claim으로 분리하고 12개 항목을 다시 작성,1,
A02670,12,A02670_12,A02670_12,전체 외국인주민의 56.7%가 수도권에 거주하고 있었다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=SOURCE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A02670_12,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:14:21.797776+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_TIME_RECOVERY,검증 기간이 문장만으로 확정되지 않음,기사 작성일과 앞뒤 문장에서 기준 기간을 복구한 뒤 다시 진입,2,
A02670,2,A02670_2,A02670_2,전체 인구의 5%를 차지한다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A02670_2,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:14:17.766588+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_TIME_RECOVERY,검증 기간이 문장만으로 확정되지 않음,기사 작성일과 앞뒤 문장에서 기준 기간을 복구한 뒤 다시 진입,2,
A02670,5,A02670_5,A02670_5,외국인 주민 수는 총 258만3626명으로 집계됐다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A02670_5,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:14:18.390454+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_TIME_RECOVERY,검증 기간이 문장만으로 확정되지 않음,기사 작성일과 앞뒤 문장에서 기준 기간을 복구한 뒤 다시 진입,2,
A02670,6,A02670_6,A02670_6,인구주택총조사 기준 우리나라 총인구인 5180만5547명의 5%다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=SOURCE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A02670_6,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:14:18.565455+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_MULTI_NUMERIC,연도를 제외한 여러 수치 주장이 한 문장에 섞임,수치 역할을 구분해 자식 Claim으로 분리하고 12개 항목을 다시 작성,1,
A02670,7,A02670_7,A02670_7,"행안부는 ""국내 외국인주민 수는 통계가 처음 발표된 2006년 이후 매년 증가해, 지난해에도 사상 최대 규모를 경신했다""고 설명했다.",,indicator=SOURCE | value=MISSING | unit=MISSING | time=SOURCE | frequency=SOURCE | region=SOURCE | population=SOURCE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A02670_7,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:14:19.920351+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_RECORD_ASSERTION,직접 수치와 역대 최고·최저 주장이 한 문장에 섞임,직접 수치 주장과 기록 비교 주장을 분리한 뒤 각각 다시 진입,6,
A02679,12,A02679_12,A02679_12,"특히 축산물(5.4%), 수산물(6.4%), 가공식품(4.2%), 외식(3.4%) 등 먹거리 가격이 소비자물가보다 상승률이 더 높았다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A02679_12,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:29:44.916215+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_MULTI_NUMERIC,연도를 제외한 여러 수치 주장이 한 문장에 섞임,수치 역할을 구분해 자식 Claim으로 분리하고 12개 항목을 다시 작성,1,
A02680,10,A02680_10,A02680_10,"오후 5시 ‘칼퇴(정시 퇴근)’하고, 밤 8... 더 벌어졌다… 정규·비정규직 월급차 역대 최대 180만원 이른바 ‘N잡(2개 이상의 직업을 갖는 것)’에 뛰어드는 직장인이 늘어나는 데는 정규직과 비정규직 간 임금 격차 확대 등 ‘노동시장 양극화’가 ... 다 비싸졌다… 월세 상승률 10년래 최고, 물가도 껑충 월세, 외식 물가 등이 크게 올라 생활비 부담이 커지는 것은 비정규직 근로자 등 서민의 생활고를 가중시키는 요인으로 꼽힌다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A02680_10,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T22:59:13.462528+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_RECORD_ASSERTION,직접 수치와 역대 최고·최저 주장이 한 문장에 섞임,직접 수치 주장과 기록 비교 주장을 분리한 뒤 각각 다시 진입,6,
A02681,10,A02681_10,A02681_10,"그 외에도 커피(14.7%), 빵(6.6%), 수입 승용차(5.1%), 여자 외의(4.7%)의 가격 인상이 두드러졌다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=NOT_APPLICABLE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A02681_10,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-23T00:19:39.535252+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_MULTI_NUMERIC,연도를 제외한 여러 수치 주장이 한 문장에 섞임,수치 역할을 구분해 자식 Claim으로 분리하고 12개 항목을 다시 작성,1,
A02681,11,A02681_11,A02681_11,"소비자물가 상승률 중 농축수산물의 기여도는 0.25%p로 다른 항목에 비해 낮았으나, 개별 품목은 크게 올랐다.",,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=MISSING | frequency=NOT_APPLICABLE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=NOT_APPLICABLE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,아니오,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A02681_11,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:29:59.588994+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_TIME_RECOVERY,검증 기간이 문장만으로 확정되지 않음,기사 작성일과 앞뒤 문장에서 기준 기간을 복구한 뒤 다시 진입,2,
A02681,16,A02681_16,A02681_16,전기·가스·수도는 전년 동월보다 0.4% 오르면서 소비자물가 상승률 기여도는 0.02%p다.,,indicator=SOURCE | value=SOURCE | unit=SOURCE | time=SOURCE | frequency=SOURCE | region=NOT_APPLICABLE | population=NOT_APPLICABLE | dimension=NOT_APPLICABLE | comparison=SOURCE | calculation=SOURCE | condition=SOURCE | source_hint=NOT_APPLICABLE,예,0,0,0,HUMAN_REVIEW,CLAIM_PARSE,CONTEXT_REQUIRED,CONTEXT,,CLAIM_SPLIT~CLAIM_PARSE,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,CONTEXT_REQUIRED,UNCHANGED,,,,,,1,,,,HUMAN_REVIEW,,CONTEXT_REQUIRED,UNCHANGED,A02681_16,아니오,,,,,,,,clafact_final_completion_202608\full_registry_latest_live_20260823\claim_verification_results.jsonl,full_registry_latest_live_20260823,2026-08-22T23:30:01.089130+00:00,1,CONTEXT_REQUIRED,CONTEXT,CONTEXT_MULTI_NUMERIC,연도를 제외한 여러 수치 주장이 한 문장에 섞임,수치 역할을 구분해 자식 Claim으로 분리하고 12개 항목을 다시 작성,1,
