claim_id,indicator,dimension,population,region,source_sentence,nearest_reject_count,nearest_reject_codes,nearest_table_ids,nearest_table_names
A00312_11,수출액,"{""raw"": ""{\""품목\"": [\""반도체\"", \""자동차\""], \""교역상대국\"": [\""미국\""]}""}",,,"실제로 지난해 ‘14대 대미 수출 품목’을 보면 반도체(107억달러), 자동차부품(82억달러), 석유화학·철강(각 43억달러) 등 중간재가 상당수를 차지한다.",1,DIMENSION_MEMBER_CONFLICT|METADATA_INCOMPLETE,DT_1F02012|DT_1YL6901|DT_175001_041|DT_1F02016|DT_2AQ405|DT_2AQ651|DT_2ATT011|DT_2ATT015|DT_2ATT019|DT_2ATT021|DT_2KAA807|DT_2KAA808|DT_2OEEO041|DT_2OEEO042|DT_C_XNS0075|DT_C_XNS0076|DT_C_XNS0077|DT_C_XNS0078|DT_C_XNS0079|DT_V25_A055|DT_XNN0119|DT_XNN0121|DT_XNS0119|DT_XNS0121|TX_10506_A041|TX_31801_A014|TX_31801_A015|DT_303Y003,"품목별 광공업 생산·출하·재고·내수·수출량|수출액(시도)|수출현황|내수/수출 광공업출하지수(2020=100)|상품 수출의 구조|상품교역|방직용 섬유와 방직용 섬유의 제품|비(卑) 금속과 그 제품|무기·총포탄과 이들의 부분품과 부속품|예술품, 수집품, 골동품|수출·수입 물량지수|수출·수입 단가지수|상대적 소비자 물가에 기초한 경쟁력 지표|국내 경제 내 상대적 단위 노동비용에 기초한 경쟁력 지표|동물성·식물성 지방과 기름 및 이들의 분해생산물, 조제한 식용 지방과 동물성·식물성 납 - 남부·동남아시아|조제 식료품, 음료·주류·식초, 담배·제조한 담배 대용물 - 남부·동남아시아|광물성 생산품 - 남부·동남아시아|화학공업이나 연관공업의 생산품 - 남부·동남아시아|플라스틱과 그 제품, 고무와 그 제품 - 남부·동남아시아|직·간접 수출 현황|수출·수입 - 동북·중앙아시아|무역의존도(GDP 대비 수출입 비율) - 동북·중앙아시아|수출·수입 - 남부·동남아시아|무역의존도(GDP 대비 수출입 비율) - 남부·동남아시아|계약연도별·국가별 수출 계약금액|국가별 제품수출|국가별 제품별 수출|지역별,국가별 원화결제(수출)"
A00365_2,수출액,"{""raw"": ""{\""품목\"": [\""농수산\""]}""}",,전국,29일 농림축산식품부와 한국농수산식품유통공사(aT)에 따르면 지난해 떡류 수출액은 9140만달러(약 1313억원)로 1억달러에 근접했다.,1,DIMENSION_MEMBER_CONFLICT|UNIT_CONFLICT,DT_145011_A006|DT_1R11001_FRM101|DT_1R11006_FRM101|DT_115031_008|DT_145009_018|DT_145009_031|DT_14508_014|DT_B10066|DT_1TEC_P227|DT_1TEC_P229|DT_1TEC_P322|DT_1YL6901|DT_104Y016|DT_115031_009|DT_134001_001|DT_14217C_058|DT_14217C_059|DT_14217M_259|DT_14217M_260|DT_14217M_261|DT_145009_015|DT_175001_041|DT_2ATT015|DT_2ATT019|DT_2ATT021|DT_2KAA807|DT_2KAA808|DT_B_XNN0001|DT_B_XNS0001|DT_C_XNS0075|DT_C_XNS0076|DT_C_XNS0077|DT_C_XNS0078|DT_C_XNS0079|DT_XNN0119|DT_XNN0121|DT_XNS0119|DT_XNS0121|DT_B10062,"화장품 수입 및 수출액 현황|품목별 수출액, 수입액|국가별 수출액, 수입액|나노수출액|완제의약품·원료의약품 수출액 상위 10개국 현황|의약품 수출액 상위 10개국 현황|의료기기 수출액 기준 상위 10개 업체 현황|대륙별·국가별 중소기업 수출|기업규모별 주요국가별 수출입|기업규모별 재화성질별 수출입|산업별(KSIC11차) 재화특성별 수출입|수출액(시도)|예금은행 대출금(말잔)|나노수출/업체 총 수출 비중|수출입총괄|중견기업 후보기업 신규 진출 국가별 수출금액|중견기업 후보기업 신규 진출 대륙별 수출금액|신규 진출 국가 여부|신규 진출 국가별 수출금액(상위 14개)|신규 진출 대륙별 수출금액|원료·완제의약품 수출·수입액|수출현황|비(卑) 금속과 그 제품|무기·총포탄과 이들의 부분품과 부속품|예술품, 수집품, 골동품|수출·수입 물량지수|수출·수입 단가지수|국가별 품목별 수출 현황 - 동북·중앙아시아|국가별 품목별 수출 현황 - 남부·동남아시아|동물성·식물성 지방과 기름 및 이들의 분해생산물, 조제한 식용 지방과 동물성·식물성 납 - 남부·동남아시아|조제 식료품, 음료·주류·식초, 담배·제조한 담배 대용물 - 남부·동남아시아|광물성 생산품 - 남부·동남아시아|화학공업이나 연관공업의 생산품 - 남부·동남아시아|플라스틱과 그 제품, 고무와 그 제품 - 남부·동남아시아|수출·수입 - 동북·중앙아시아|무역의존도(GDP 대비 수출입 비율) - 동북·중앙아시아|수출·수입 - 남부·동남아시아|무역의존도(GDP 대비 수출입 비율) - 남부·동남아시아|지역별 중소기업 수출"
A00368_12,수출액,"{""raw"": ""{\""품목\"": [\""반도체\""]}""}",,경기,그나마 당시 반도체 경기가 워낙 좋았던 덕분에 수출·투자가 견실하게 버텨주며 2017년 3월부터 증가폭(0.9%포인트)을 끌어올릴 수 있었다.,1,DIMENSION_MEMBER_CONFLICT|REGION_GRANULARITY_CONFLICT,DT_1YL6901|DT_1F02016,수출액(시도)|내수/수출 광공업출하지수(2020=100)
A00559_4,수출액,"{""raw"": ""{\""품목\"": [\""반도체\"", \""자동차\""], \""교역상대국\"": [\""미국\""]}""}",,,"지난해 대미 수출에서 자동차는 1위, 반도체는 3위를 기록했다.",1,DIMENSION_MEMBER_CONFLICT,DT_1YL6901|DT_175001_041|DT_1F02016|DT_2AQ405|DT_2AQ651|DT_2ATT011|DT_2ATT015|DT_2ATT019|DT_2ATT021|DT_2KAA807|DT_2KAA808|DT_2OEEO041|DT_2OEEO042|DT_C_XNS0075|DT_C_XNS0076|DT_C_XNS0077|DT_C_XNS0078|DT_C_XNS0079|DT_XNN0119|DT_XNN0121|DT_XNS0119|DT_XNS0121,"수출액(시도)|수출현황|내수/수출 광공업출하지수(2020=100)|상품 수출의 구조|상품교역|방직용 섬유와 방직용 섬유의 제품|비(卑) 금속과 그 제품|무기·총포탄과 이들의 부분품과 부속품|예술품, 수집품, 골동품|수출·수입 물량지수|수출·수입 단가지수|상대적 소비자 물가에 기초한 경쟁력 지표|국내 경제 내 상대적 단위 노동비용에 기초한 경쟁력 지표|동물성·식물성 지방과 기름 및 이들의 분해생산물, 조제한 식용 지방과 동물성·식물성 납 - 남부·동남아시아|조제 식료품, 음료·주류·식초, 담배·제조한 담배 대용물 - 남부·동남아시아|광물성 생산품 - 남부·동남아시아|화학공업이나 연관공업의 생산품 - 남부·동남아시아|플라스틱과 그 제품, 고무와 그 제품 - 남부·동남아시아|수출·수입 - 동북·중앙아시아|무역의존도(GDP 대비 수출입 비율) - 동북·중앙아시아|수출·수입 - 남부·동남아시아|무역의존도(GDP 대비 수출입 비율) - 남부·동남아시아"
A00904_8,수출액,"{""raw"": ""{\""품목\"": [\""반도체\""]}""}",,,"반도체 수출은 0.03% 늘어나는 데 그치면서, 전체 수출에서 차지하는 비중이 19.8%로 전년 동기 대비 0.6%포인트 줄었다.",1,DIMENSION_MEMBER_CONFLICT|TIME_NOT_AVAILABLE|UNIT_CONFLICT,DT_115031_008|DT_403Y001|DT_403Y002|DT_402Y014|DT_1TEC_P229|DT_115031_009|DT_134006_N008|DT_1F02016|DT_403Y003|DT_406N_302001_A005|DT_V24_G004_1|DT_V25_A055,나노수출액|수출금액지수|수출물량지수|수출물가지수(기본분류)|기업규모별 재화성질별 수출입|나노수출/업체 총 수출 비중|교역국가수별 수입·수출현황|내수/수출 광공업출하지수(2020=100)|수입금액지수|수출비율별 설비투자|직·간접 수출 현황
A01313_28,수출액,"{""raw"": ""{\""품목\"": [\""자동차\"", \""화장품\""]}""}",,,지정학적인 요인으로 지난해 화장품에 이어 수출 2위 품목에 자동차가 깜짝 등장하기도 했다.,1,DIMENSION_MEMBER_CONFLICT|UNIT_CONFLICT,DT_403Y001|DT_403Y002|DT_402Y014|DT_1YL6901|DT_134006_N001|DT_134006_N012|DT_134006_N017|DT_175001_041|DT_2ATT015|DT_2ATT019|DT_2ATT021|DT_2KAA807|DT_2KAA808|DT_403Y003|DT_C_XNN0078|DT_C_XNS0075|DT_C_XNS0076|DT_C_XNS0077|DT_C_XNS0078|DT_C_XNS0079|DT_XNN0119|DT_XNN0121|DT_XNS0119|DT_XNS0121,"수출금액지수|수출물량지수|수출물가지수(기본분류)|수출액(시도)|품목별 수입·수출현황|품목별 고성장·가젤기업 수출현황|품목별 생존율·존속률 현황|수출현황|비(卑) 금속과 그 제품|무기·총포탄과 이들의 부분품과 부속품|예술품, 수집품, 골동품|수출·수입 물량지수|수출·수입 단가지수|수입금액지수|화학공업이나 연관공업의 생산품 - 동북·중앙아시아|동물성·식물성 지방과 기름 및 이들의 분해생산물, 조제한 식용 지방과 동물성·식물성 납 - 남부·동남아시아|조제 식료품, 음료·주류·식초, 담배·제조한 담배 대용물 - 남부·동남아시아|광물성 생산품 - 남부·동남아시아|화학공업이나 연관공업의 생산품 - 남부·동남아시아|플라스틱과 그 제품, 고무와 그 제품 - 남부·동남아시아|수출·수입 - 동북·중앙아시아|무역의존도(GDP 대비 수출입 비율) - 동북·중앙아시아|수출·수입 - 남부·동남아시아|무역의존도(GDP 대비 수출입 비율) - 남부·동남아시아"
A01758_4,수출액,"{""raw"": ""{\""품목\"": [\""반도체\"", \""자동차\"", \""석유제품\"", \""선박\""]}""}",,,"조재한 산업연구원 산업정책기획실장은 “2010년 수출 1~5위가 반도체, 선박, 유무선 전화기, 석유제품, 승용차였는데, 작년 수출 1~5위 구성은 반도체, 자동차, 석유제품, 선박, 합성수지로 차이가 없다”고 지적했다.",1,DIMENSION_MEMBER_CONFLICT,DT_1YL6901|DT_1F02016|DT_2ATT015|DT_2ATT019|DT_2ATT021|DT_2KAA513|DT_2KAA523|DT_2KAA807|DT_2KAA808|DT_405Y007|DT_C_XNN0033|DT_C_XNN0046|DT_C_XNN0056|DT_C_XNN0063|DT_C_XNS0036|DT_C_XNS0045|DT_C_XNS0056|DT_C_XNS0063|DT_C_XNS0075|DT_C_XNS0076|DT_C_XNS0077|DT_C_XNS0078|DT_C_XNS0079|DT_C_XNS0089|DT_XNN0089|DT_XNN0119|DT_XNN0121|DT_XNS0089|DT_XNS0119|DT_XNS0121,"수출액(시도)|내수/수출 광공업출하지수(2020=100)|비(卑) 금속과 그 제품|무기·총포탄과 이들의 부분품과 부속품|예술품, 수집품, 골동품|상대국가별 자동차 수출·수입|주요국의 자동차 수출·수입|수출·수입 물량지수|수출·수입 단가지수|총산출물가지수|가스 오일/디젤 오일(Gas Oil/ Diesel Oil) - 동북·중앙아시아|자동차용 휘발유(Motor Gasoline) - 동북·중앙아시아|석유제품(Other oil products n.e.c.) - 동북·중앙아시아|연료유(Fuel oil) - 동북·중앙아시아|무연탄(Hard Coal) - 남부·동남아시아|윤활제(Lubricants) - 남부·동남아시아|석유제품(Other oil products n.e.c.) - 남부·동남아시아|연료유(Fuel oil) - 남부·동남아시아|동물성·식물성 지방과 기름 및 이들의 분해생산물, 조제한 식용 지방과 동물성·식물성 납 - 남부·동남아시아|조제 식료품, 음료·주류·식초, 담배·제조한 담배 대용물 - 남부·동남아시아|광물성 생산품 - 남부·동남아시아|화학공업이나 연관공업의 생산품 - 남부·동남아시아|플라스틱과 그 제품, 고무와 그 제품 - 남부·동남아시아|차량·항공기·선박과 수송기기 관련품 - 남부·동남아시아|상대국가별 자동차 수출·수입 - 동북·중앙아시아|수출·수입 - 동북·중앙아시아|무역의존도(GDP 대비 수출입 비율) - 동북·중앙아시아|상대국가별 자동차 수출·수입 - 남부·동남아시아|수출·수입 - 남부·동남아시아|무역의존도(GDP 대비 수출입 비율) - 남부·동남아시아"
A01953_7,수출액,"{""raw"": ""{\""품목\"": [\""바이오\""]}""}",,전국,키움증권은 올해 5월 19일 기준 국내 제약 바이오 기술 수출액이 62억달러(약 8조5500억원)에 달했다고 최근 밝혔다.,1,DIMENSION_MEMBER_CONFLICT|UNIT_CONFLICT,DT_1R11001_FRM101|DT_1R11006_FRM101|DT_145009_018|DT_145009_031|DT_145010_009_02|DT_14508_014|DT_B10066|DT_1TEC_P227|DT_1TEC_P229|DT_1TEC_P322|DT_1YL6901|DT_134001_001|DT_145009_015|DT_B_XNN0001|DT_B_XNS0001|DT_B10062,"품목별 수출액, 수입액|국가별 수출액, 수입액|완제의약품·원료의약품 수출액 상위 10개국 현황|의약품 수출액 상위 10개국 현황|건강기능식품 매출액, 국내 판매액 및 수출액|의료기기 수출액 기준 상위 10개 업체 현황|대륙별·국가별 중소기업 수출|기업규모별 주요국가별 수출입|기업규모별 재화성질별 수출입|산업별(KSIC11차) 재화특성별 수출입|수출액(시도)|수출입총괄|원료·완제의약품 수출·수입액|국가별 품목별 수출 현황 - 동북·중앙아시아|국가별 품목별 수출 현황 - 남부·동남아시아|지역별 중소기업 수출"
A01953_8,수출액,"{""raw"": ""{\""품목\"": [\""바이오\""]}""}",,전국,이는 한국제약바이오협회가 집계한 지난해 기술 수출액(61억3300만달러)을 이미 넘어선 것이다.,1,DIMENSION_MEMBER_CONFLICT|UNIT_CONFLICT,DT_145011_A006|DT_1R11001_FRM101|DT_1R11006_FRM101|DT_145009_018|DT_145009_031|DT_14508_014|DT_358004_024|DT_358004_025|DT_358004_026|DT_358004_027|DT_B10066|DT_1TEC_P227|DT_1TEC_P229|DT_1TEC_P322|DT_1YL6901|DT_115015_004|DT_134001_001|DT_14217C_058|DT_14217C_059|DT_14217M_259|DT_14217M_260|DT_14217M_261|DT_145009_015|DT_175001_041|DT_2ATT015|DT_2ATT019|DT_2ATT021|DT_2KAA807|DT_2KAA808|DT_34006H_010|DT_34006H_051_1|DT_358004_002|DT_358004_003|DT_358004_028|DT_358004_030|DT_358004_031|DT_358004_032|DT_B_XNN0001|DT_B_XNS0001|DT_C_XNS0075|DT_C_XNS0076|DT_C_XNS0077|DT_C_XNS0078|DT_C_XNS0079|DT_XNN0119|DT_XNN0121|DT_XNS0119|DT_XNS0121|DT_B10062|DT_115015_006,"화장품 수입 및 수출액 현황|품목별 수출액, 수입액|국가별 수출액, 수입액|완제의약품·원료의약품 수출액 상위 10개국 현황|의약품 수출액 상위 10개국 현황|의료기기 수출액 기준 상위 10개 업체 현황|수출액 및 해외 매출액 증가 주요 요인_1순위|수출액 및 해외 매출액 증가 주요 요인_1+2 순위|수출액 및 해외 매출액 감소 주요 요인_1순위|수출액 및 해외 매출액 감소 주요 요인_1+2 순위|대륙별·국가별 중소기업 수출|기업규모별 주요국가별 수출입|기업규모별 재화성질별 수출입|산업별(KSIC11차) 재화특성별 수출입|수출액(시도)|바이오산업 분류체계 중분류별 국내판매 및 수출 현황|수출입총괄|중견기업 후보기업 신규 진출 국가별 수출금액|중견기업 후보기업 신규 진출 대륙별 수출금액|신규 진출 국가 여부|신규 진출 국가별 수출금액(상위 14개)|신규 진출 대륙별 수출금액|원료·완제의약품 수출·수입액|수출현황|비(卑) 금속과 그 제품|무기·총포탄과 이들의 부분품과 부속품|예술품, 수집품, 골동품|수출·수입 물량지수|수출·수입 단가지수|매출액 대비 수출비율별 분포|기술개발에 의한 수출효과|바이오헬스산업 매출액|제약(의약품) 부문 허가품목별 매출액|주요 협력 활동 형태|글로벌 연구개발(R&D) 협력 활동 추진 목적|성공적인 해외 진출/수출을 위해 필요하다고 생각하는 정부 정책과 지원사업_1순위|성공적인 해외 진출/수출을 위해 필요하다고 생각하는 정부 정책과 지원사업_1+2+3순위|국가별 품목별 수출 현황 - 동북·중앙아시아|국가별 품목별 수출 현황 - 남부·동남아시아|동물성·식물성 지방과 기름 및 이들의 분해생산물, 조제한 식용 지방과 동물성·식물성 납 - 남부·동남아시아|조제 식료품, 음료·주류·식초, 담배·제조한 담배 대용물 - 남부·동남아시아|광물성 생산품 - 남부·동남아시아|화학공업이나 연관공업의 생산품 - 남부·동남아시아|플라스틱과 그 제품, 고무와 그 제품 - 남부·동남아시아|수출·수입 - 동북·중앙아시아|무역의존도(GDP 대비 수출입 비율) - 동북·중앙아시아|수출·수입 - 남부·동남아시아|무역의존도(GDP 대비 수출입 비율) - 남부·동남아시아|지역별 중소기업 수출|바이오산업 시도별 국내판매 및 수출 현황"
A01953_10,수출액,"{""raw"": ""{\""품목\"": [\""바이오\""]}""}",,경기,앞서 2021년 약 15조원으로 사상 최고였던 제약·바이오 기술 수출액은 이듬해 세계 경기 불황 여파로 6조6000억원대로 반 토막이 났다.,1,DIMENSION_MEMBER_CONFLICT|UNIT_CONFLICT,DT_1YL6901|DT_115015_006,수출액(시도)|바이오산업 시도별 국내판매 및 수출 현황
A01986_12,수출액,"{""raw"": ""{\""품목\"": [\""자동차\""], \""교역상대국\"": [\""미국\""]}""}",,전국,"내수 침체 속 버팀목 역할을 하던 ... '트럼프 관세' 본격화에 5월 수출 -1.3%...대미·자동차 수출↓ 지난 4월 한국 수출액이 572억7000만달러로 전년 동월 대비 1.3% 감소하며, 수출 증가율이 4개월 만에 마이너스로 돌아섰다.",1,DIMENSION_MEMBER_CONFLICT|TIME_NOT_AVAILABLE,DT_1R11001_FRM101|DT_1R11006_FRM101|DT_1F02011|DT_1F02012|DT_403Y001|DT_403Y002|DT_B10066|DT_402Y014|DT_1YL6901|DT_115012_A0014|DT_115012_A002|DT_134001_001|DT_134001_002|DT_134001_003|DT_2BKFA|DT_2STES042|DT_403Y003|DT_B_XNN0001|DT_B_XNS0001|DT_B10062|DT_1F02003|DT_303Y003,"품목별 수출액, 수입액|국가별 수출액, 수입액|기본분류 일부항목 제외 광공업생산지수(2020=100)|품목별 광공업 생산·출하·재고·내수·수출량|수출금액지수|수출물량지수|대륙별·국가별 중소기업 수출|수출물가지수(기본분류)|수출액(시도)|국가별 소재부품장비산업별 수출|국가 및 권역별 전산업·소재부품장비산업별 수출·수입|수출입총괄|국가별 수출입현황|대륙별 수출입 현황|무역지수|국제 상품 무역 통계 > 수출|수입금액지수|국가별 품목별 수출 현황 - 동북·중앙아시아|국가별 품목별 수출 현황 - 남부·동남아시아|지역별 중소기업 수출|시도 재별 제조업생산지수(2020=100)|지역별,국가별 원화결제(수출)"
A02175_14,수출액,"{""raw"": ""{\""품목\"": [\""자동차\""], \""교역상대국\"": [\""미국\""]}""}",,,"관세 타격을 직접적으로 받은 대미 자동차 수출액은 전년 동기 대비 27.1% 감소한 것으로 나타나, 역대 다섯째로 높은 감소 폭을 보였다.",1,DIMENSION_MEMBER_CONFLICT|TIME_NOT_AVAILABLE,DT_1R11001_FRM101|DT_1R11006_FRM101|DT_145009_018|DT_145009_031|DT_145009_033|DT_145009_034|DT_14508_014|DT_410001N_A003|DT_410001N_B004|DT_1F02011|DT_1F02012|DT_403Y001|DT_403Y002|DT_B10066|DT_402Y014|DT_1TEC_P227|DT_1TEC_P229|DT_1TEC_P322|DT_1YL6901|DT_115042_25_038|DT_115042_25_039|DT_115042_25_043|DT_115042_25_044|DT_134001_001|DT_134006_N008|DT_14217M_254|DT_14217M_280|DT_145009_015|DT_145009_026|DT_145013_035|DT_14508_007|DT_1TEC_P315|DT_2AFF031|DT_2AQ405|DT_2KAA513|DT_2KAA523|DT_2KAA804|DT_2OEEO041|DT_2OEEO042|DT_2STES042|DT_403Y003|DT_B_XNN0001|DT_B_XNS0001|DT_XNN0089|DT_XNS0089|DT_B10062|DT_1F02003|DT_303Y003,"품목별 수출액, 수입액|국가별 수출액, 수입액|완제의약품·원료의약품 수출액 상위 10개국 현황|의약품 수출액 상위 10개국 현황|완제의약품 수출액 상위 10개 품목 현황(수출실적 보고의무자)-연도별|원료의약품 수출액 상위 10개 품목 현황(수출실적 보고의무자)-연도별|의료기기 수출액 기준 상위 10개 업체 현황|환경기술분야 국가별 수출액 현황|환경기술분야 국가별 수출액|기본분류 일부항목 제외 광공업생산지수(2020=100)|품목별 광공업 생산·출하·재고·내수·수출량|수출금액지수|수출물량지수|대륙별·국가별 중소기업 수출|수출물가지수(기본분류)|기업규모별 주요국가별 수출입|기업규모별 재화성질별 수출입|산업별(KSIC11차) 재화특성별 수출입|수출액(시도)|자동차 부품산업 분야 주요 수출 국가_1순위|자동차 부품산업 분야 주요 수출 국가_1+2+3순위|향후 수출 계획이 있는 국가_1순위|향후 수출 계획이 있는 국가_1+2순위|수출입총괄|교역국가수별 수입·수출현황|주요수출 국가 1+2+3+4+5순위(상위 14개)|희망하는 신규 진출 국가 1+2+3순위(상위 14개)|원료·완제의약품 수출·수입액|국내 의약품 생산·수출·수입액, 무역수지, 시장규모|의료용 마약류 연간 수출실적|의료기기 생산·수출·수입액, 무역수지, 시장규모|산업별(KSIC11차) 주요국가별 수출입|자동차용 휘발유(Motor Gasoline)|상품 수출의 구조|상대국가별 자동차 수출·수입|주요국의 자동차 수출·수입|주요 상품 수출·수입액|상대적 소비자 물가에 기초한 경쟁력 지표|국내 경제 내 상대적 단위 노동비용에 기초한 경쟁력 지표|국제 상품 무역 통계 > 수출|수입금액지수|국가별 품목별 수출 현황 - 동북·중앙아시아|국가별 품목별 수출 현황 - 남부·동남아시아|상대국가별 자동차 수출·수입 - 동북·중앙아시아|상대국가별 자동차 수출·수입 - 남부·동남아시아|지역별 중소기업 수출|시도 재별 제조업생산지수(2020=100)|지역별,국가별 원화결제(수출)"
A02494_17,수출액,"{""raw"": ""{\""품목\"": [\""자동차\""], \""교역상대국\"": [\""미국\""]}""}",,전국,지난 4월부터 25% 관세가 붙고 있는 자동차 부문은 지난해 같은 기간 GM한국의 파업으로 자동차 대미 수출이 급감했던 데 따른 ‘착시 효과’가 더해졌다는 분석이 나온다.,1,DIMENSION_MEMBER_CONFLICT|TIME_NOT_AVAILABLE,DT_1YL6901|DT_2BKFA|DT_2STES042|DT_303Y003,"수출액(시도)|무역지수|국제 상품 무역 통계 > 수출|지역별,국가별 원화결제(수출)"
A02584_8,수출액,"{""raw"": ""{\""품목\"": [\""자동차\""], \""교역상대국\"": [\""미국\""]}""}",,,대미 자동차 수출액은 트럼프 행정부가 자동차 관세 25% 방침을 발표한 지난 3월부터 4개월 연속 감소했다.,1,DIMENSION_MEMBER_CONFLICT|TIME_NOT_AVAILABLE,DT_1R11001_FRM101|DT_1R11006_FRM101|DT_1F02011|DT_1F02012|DT_403Y001|DT_403Y002|DT_B10066|DT_402Y014|DT_1YL6901|DT_115012_A0014|DT_115012_A002|DT_134001_001|DT_134001_002|DT_134001_003|DT_2BKFA|DT_2STES042|DT_403Y003|DT_B_XNN0001|DT_B_XNS0001|DT_B10062|DT_1F02003|DT_303Y003,"품목별 수출액, 수입액|국가별 수출액, 수입액|기본분류 일부항목 제외 광공업생산지수(2020=100)|품목별 광공업 생산·출하·재고·내수·수출량|수출금액지수|수출물량지수|대륙별·국가별 중소기업 수출|수출물가지수(기본분류)|수출액(시도)|국가별 소재부품장비산업별 수출|국가 및 권역별 전산업·소재부품장비산업별 수출·수입|수출입총괄|국가별 수출입현황|대륙별 수출입 현황|무역지수|국제 상품 무역 통계 > 수출|수입금액지수|국가별 품목별 수출 현황 - 동북·중앙아시아|국가별 품목별 수출 현황 - 남부·동남아시아|지역별 중소기업 수출|시도 재별 제조업생산지수(2020=100)|지역별,국가별 원화결제(수출)"
A02584_11,수출액,"{""raw"": ""{\""품목\"": [\""친환경차\""]}""}",,,"6월 수출된 친환경차는 총 7만5706대로, 작년보다 23.1% 증가했다.",1,DIMENSION_MEMBER_CONFLICT,DT_145011_A006|DT_145011_A008|DT_1R11001_FRM101|DT_1R11006_FRM101|DT_106N_16_0200016|DT_114061_033|DT_115035_A009|DT_115035_A010|DT_11533N_009|DT_145009_018|DT_145009_031|DT_145009_033|DT_145009_034|DT_14508_014|DT_1F02011|DT_1F02012|DT_2KAA801|DT_2KAA806|DT_403Y001|DT_403Y002|DT_AAA0001_S10502|DT_B10066|DT_402Y014|DT_1TEC_P227|DT_1TEC_P229|DT_1TEC_P322|DT_1YL6901|DT_106N_13_0100017|DT_110030_001|DT_115034_B021|DT_11533N_010|DT_134001_001|DT_134006_N008|DT_14217C_058|DT_14217C_059|DT_14217M_259|DT_14217M_260|DT_14217M_261|DT_14217M_277|DT_145009_015|DT_145009_026|DT_145013_035|DT_14508_007|DT_175001_041|DT_1EP1314|DT_1EP1317|DT_1EP1319|DT_1EP1320|DT_2ATT015|DT_2ATT019|DT_2ATT021|DT_2KAA807|DT_2KAA808|DT_34006H_011|DT_403Y003|DT_406N_302001_A003|DT_B_XNN0001|DT_B_XNS0001|DT_C_XNS0075|DT_C_XNS0076|DT_C_XNS0077|DT_C_XNS0078|DT_C_XNS0079|DT_G26054|DT_MLTM_5002629|DT_XNN0119|DT_XNN0121|DT_XNS0119|DT_XNS0121|TX_10506_A041|TX_13301_A2091|DT_B10062|DT_1F02003,"화장품 수입 및 수출액 현황|화장품 수출액 상위 10개국 현황|품목별 수출액, 수입액|국가별 수출액, 수입액|환경산업분류별(업종별) 수출액|수출여부 및 수출액|전체사업체 업종별 수출액|전체사업체 사업체수 및 수출액 기준 수출국|첨단세라믹산업 수출액|완제의약품·원료의약품 수출액 상위 10개국 현황|의약품 수출액 상위 10개국 현황|완제의약품 수출액 상위 10개 품목 현황(수출실적 보고의무자)-연도별|원료의약품 수출액 상위 10개 품목 현황(수출실적 보고의무자)-연도별|의료기기 수출액 기준 상위 10개 업체 현황|기본분류 일부항목 제외 광공업생산지수(2020=100)|품목별 광공업 생산·출하·재고·내수·수출량|수출·수입|무역의존도(GDP 대비 수출입 비율)|수출금액지수|수출물량지수|연도별 기술무역 추이|대륙별·국가별 중소기업 수출|수출물가지수(기본분류)|기업규모별 주요국가별 수출입|기업규모별 재화성질별 수출입|산업별(KSIC11차) 재화특성별 수출입|수출액(시도)|산단별 화학물질 배출량·위탁처리량|수출실적 총괄|당해년도 말 기준 매출 및 수출 현황|첨단세라믹수출/기업총수출 비중|수출입총괄|교역국가수별 수입·수출현황|중견기업 후보기업 신규 진출 국가별 수출금액|중견기업 후보기업 신규 진출 대륙별 수출금액|신규 진출 국가 여부|신규 진출 국가별 수출금액(상위 14개)|신규 진출 대륙별 수출금액|신규 해외 진출을 고려하는 이유|원료·완제의약품 수출·수입액|국내 의약품 생산·수출·수입액, 무역수지, 시장규모|의료용 마약류 연간 수출실적|의료기기 생산·수출·수입액, 무역수지, 시장규모|수출현황|모회사 보유기업의 산업중분류별 주요지표|무역활동기업의 산업중분류별 종사자규모별 주요지표|산업중분류별 종사자규모별 기업간 거래|산업중분류별 자본금규모별 기업간 거래|비(卑) 금속과 그 제품|무기·총포탄과 이들의 부분품과 부속품|예술품, 수집품, 골동품|수출·수입 물량지수|수출·수입 단가지수|기술개발 목적(종합)|수입금액지수|투자동기별 설비투자|국가별 품목별 수출 현황 - 동북·중앙아시아|국가별 품목별 수출 현황 - 남부·동남아시아|동물성·식물성 지방과 기름 및 이들의 분해생산물, 조제한 식용 지방과 동물성·식물성 납 - 남부·동남아시아|조제 식료품, 음료·주류·식초, 담배·제조한 담배 대용물 - 남부·동남아시아|광물성 생산품 - 남부·동남아시아|화학공업이나 연관공업의 생산품 - 남부·동남아시아|플라스틱과 그 제품, 고무와 그 제품 - 남부·동남아시아|수출여부 및 수출방식|국가별 수출현황|수출·수입 - 동북·중앙아시아|무역의존도(GDP 대비 수출입 비율) - 동북·중앙아시아|수출·수입 - 남부·동남아시아|무역의존도(GDP 대비 수출입 비율) - 남부·동남아시아|계약연도별·국가별 수출 계약금액|11.6 교통·에너지·환경세 감면 신고 현황[2006~]|지역별 중소기업 수출|시도 재별 제조업생산지수(2020=100)"
