Claim번호,검증집합,원문,기존실패사유,검색지표,측정종류,기사값,단위,기준시점,주기,지역,대상집단,차원조건JSON,검색어JSON,명세준비상태,명세차단사유,파생Claim수,통계개념연결상태,공식통계표검색상태,KOSIS구조정보상태,필수조건검사상태,후보의미비교상태,근거좌표확정상태,공식값조회상태,최종판정단계상태,통계표후보수,근거좌표수,공식값수,공식근거수,최종경로,최종판정,최종사유,최종실패단계,엄격공식판정완료,공식근거URL,공식응답해시
claim_0236b22fed29bb35,RULE_DISCOVERY,"자동차 수출은 하반기 주요 완성차·부품업계 파업 등에 따른 일부 생산 차질 영향으로 전년도와 보합세인 708억 달러(-0.1%)를 기록하였으며, 2년 연속 700억 달러 이상의 호실적을 이어갔다.",NO_HARD_GUARD_CANDIDATE,수출액,CURRENCY,708.0,억 달러,2024년,년,,자동차 수출,"{""item"": [""자동차""]}","[""수출액"", ""자동차"", ""자동차 수출""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_052eec638c4dabea,RULE_DISCOVERY,작년 연간 아이스크림 수출액은 9150만달러로 1억달러에 근접했다.,KOSIS_CATALOG_UNAVAILABLE,아이스크림 수출액,CURRENCY,91500000.0,USD,2024년,년,,,"{""product"": [""아이스크림""]}","[""아이스크림 수출액"", ""아이스크림""]",COORDINATE_READY,,1,PASS,PASS,PASS,PASS,PASS,PASS,HOLD,미도달,0,1,0,1,HOLD,UNDETERMINED,AS_OF_UNAVAILABLE,공식값 조회,N,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=360&tblId=DT_1R11001_FRM101&itmId=13103112831T1&prdSe=Y&startPrdDe=2024&endPrdDe=2024&objL1=13102112831A.02233,1c7f7470663fa73595aaa0ee259046e6e5edd941b40a06c052e68b171a92d250
claim_08456a7c943ec326,RULE_DISCOVERY,"이는 자산 총액이 최근 명목 GDP 확정치의 0.5%(올해는 11조6000억원) 이상인 경우 지정되는데, 올해 두나무와 한국앤컴퍼니가 새로 들어오면서 46곳이 됐다.",LOW_SEMANTIC_SCORE,경제성장률,RATE,0.5,%,2025,년,전국,,{},"[""경제성장률"", ""전국""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_EVIDENCE_COORDINATE_CANDIDATE,필수 조건 검사,N,,
claim_0a51bae8271add36,RULE_DISCOVERY,"증가폭이 2023년(32만7000명)의 절반 아래로 줄어, 코로나 거리 두기 여파로 취업자 수가 22만명 가까이 감소했던 2020년 이후 최악의 고용 성적표를 기록했다.",TARGET_NOT_FOUND_IN_SOURCE,취업자 수,PERSON,327000.0,명,2023,년,,,{},"[""취업자 수""]",PRE_VERIFICATION,TARGET_NOT_FOUND_IN_SOURCE,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,TARGET_NOT_FOUND_IN_SOURCE,사전 구조화,N,,
claim_0b82eca204ef02a6,RULE_DISCOVERY,"농가 인구는 2003년 약 353만명에서 2013년 284만7000명으로 크게 감소했고, 지난해에는 간신히 200만명에 턱걸이할 정도로 가파르게 줄고 있다.",KOSIS_CATALOG_UNAVAILABLE,농가 인구,PERSON,2000000.0,명,2024년,년,,농가 인구,{},"[""농가 인구""]",PRE_VERIFICATION,TARGET_NOT_FOUND_IN_SOURCE,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,TARGET_NOT_FOUND_IN_SOURCE,사전 구조화,N,,
claim_0d6482ba1fa9a6ab,RULE_DISCOVERY,"1990년 64만9000명대였던 출생아 수가 1991년 70만9000명대로 뛰어오른 데 이어, 올해 33세인 1992년생은 출생아 수가 73만명대로 2차 에코 붐 세대 중에서도 가장 많았기 때문이다.",NO_HARD_GUARD_CANDIDATE,출생아 수,PERSON,730000.0,명,1992년,년,,1992년생,"{""세대"": [""2차 에코 붐 세대""]}","[""출생아 수"", ""2차 에코 붐 세대"", ""1992년생""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_1014ae0c2e198bd3,INTERMEDIATE_VALIDATION,2000년에 64만명이던 출생아 수는 2001년 56만명으로 줄더니 2002년부터 40만명대로 떨어졌다.,FETCH_FAILED,출생아 수,PERSON,400000.0,명,2002년부터,년,,,{},"[""출생아 수""]",COORDINATE_READY,,1,PASS,PASS,PASS,PASS,PASS,PASS,HOLD,미도달,0,1,0,1,HOLD,UNDETERMINED,FETCH_FAILED,공식값 조회,N,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000G&itmId=T1&prdSe=Y&startPrdDe=2002%EB%B6%80%ED%84%B0&endPrdDe=2002%EB%B6%80%ED%84%B0&objL1=00&objL2=10,
claim_12fae89412f5fe2b,INTERMEDIATE_VALIDATION,2000년에 64만명이던 출생아 수는 2001년 56만명으로 줄더니 2002년부터 40만명대로 떨어졌다.,DIRECT_VALUE_CHANGE_TARGET_MISCLASSIFIED,출생아 수,PERSON,560000.0,명,2001,년,,,{},"[""출생아 수""]",PRE_VERIFICATION,DIRECT_VALUE_CHANGE_TARGET_MISCLASSIFIED,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,DIRECT_VALUE_CHANGE_TARGET_MISCLASSIFIED,사전 구조화,N,,
claim_155c3f8814001494,INTERMEDIATE_VALIDATION,"대중 수출은 지난 2010년(1168억3800만달러)부터 1000억달러선을 넘어섰고, 2021년에는 1629억1300만달러까지 늘어났지만 이후 감소세가 눈에 띄었다.",NO_EVIDENCE_COORDINATE_CANDIDATE,수출액,CURRENCY,116838000000.0,USD,2010,년,,,"{""trade_partner"": [""중국""]}","[""수출액"", ""중국""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_EVIDENCE_COORDINATE_CANDIDATE,필수 조건 검사,N,,
claim_158a2ebc43efac19,RULE_DISCOVERY,"28일 통계청이 발표한 ‘3월 인구동향’에 따르면, 지난 1분기(1~3월) 합계출산율은 0.82명으로 전년 동분기(0.77명) 대비 0.05명 증가했다.",FETCH_FAILED,합계출산율,PERSON,0.82,명,2025년 1분기,분기,,,{},"[""합계출산율""]",COORDINATE_READY,,1,PASS,PASS,PASS,PASS,PASS,PASS,HOLD,미도달,0,1,0,1,HOLD,UNDETERMINED,AS_OF_UNAVAILABLE,공식값 조회,N,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000G&itmId=T1&prdSe=Q&startPrdDe=202501&endPrdDe=202501&objL1=00&objL2=12,aa406cebc870570ecaeb6b3b9371f53f6de97fc22060412b21033d1cce5ebf28
claim_16ca1f40e351972d,RULE_DISCOVERY,"국가데이터처가 4일 발표한 '10월 소비자물가동향'에 따르면, 지난달 소비자물가지수는 117.42(2020년=100)로 전년 동월 대비 0.3% 올랐다.",TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,소비자물가지수,INDEX,117.42,지수(2020년=100),2025년 10월,월,대한민국,,{},"[""소비자물가지수"", ""대한민국""]",PRE_VERIFICATION,TARGET_NOT_FOUND_IN_SOURCE|TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,TARGET_NOT_FOUND_IN_SOURCE|TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,사전 구조화,N,,
claim_1aa98594f46770a7,INTERMEDIATE_VALIDATION,"작년 12월 수출은 633억달러로 전달보다 11.1%, 전년 같은 달보다 6.6% 뛰었다.",NO_HARD_GUARD_CANDIDATE,수출,CURRENCY,633.0,억달러,작년 12월,월,,,{},"[""수출""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_1af97c42f8e79dcb,RULE_DISCOVERY,4월만 해도 690만6000명이었던 60세 이상 취업자는 지난달 704만9000명으로 처음으로 700만명을 넘었다.,AMBIGUOUS_MARGIN,취업자,PERSON,7049000.0,명,2025년 5월,월,,취업자,"{""age"": [""60세 이상""]}","[""취업자"", ""60세 이상""]",COORDINATE_READY,,1,PASS,PASS,PASS,PASS,PASS,PASS,HOLD,미도달,0,1,0,1,HOLD,UNDETERMINED,AS_OF_UNAVAILABLE,공식값 조회,N,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1DA7002S&itmId=T30&prdSe=M&startPrdDe=202505&endPrdDe=202505&objL1=60,cdff139d96b0b1821519f932d400069fbb55ab124036dd2297c46f0dd015bbc9
claim_1c587cb4401c7eed,RULE_DISCOVERY,고용률도 2011년 36.8%에서 지난달 48.3%로 불었다.,CONTEXT_TARGET_UNRESOLVED,고용률,RATE,36.8,%,2011,년,,,{},"[""고용률""]",COORDINATE_READY,,1,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,HUMAN_REVIEW,,CONTEXT_TARGET_UNRESOLVED,최종 판정,N,,
claim_1e5abe391f401136,RULE_DISCOVERY,"전년 동월 대비 비정규직이 늘어난 산업은 보건사회복지업(21만명), 운수창고업(3만9000명)이었고, 숙박음식업(-5만8000명), 건설업(-5만1000명), 도소매업(-4만1000명), 제조업(-3만2000명)은 감소했다.",CLAIM_PARSE_UNCERTAIN,비정규직 증감,PERSON,39000.0,명,,월,,비정규직,"{""산업"": [""운수창고업""]}","[""비정규직 증감"", ""운수창고업"", ""비정규직""]",PRE_VERIFICATION,CLAIM_PARSE_UNCERTAIN|MISSING_TIME,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,CLAIM_PARSE_UNCERTAIN|MISSING_TIME,사전 구조화,N,,
claim_1ecdb544aa72ae01,RULE_DISCOVERY,20대 쉬었음 인구는 37만8000명으로 전년 동월 대비 1만2000명 늘었다.,CLAIM_PARSE_UNCERTAIN,쉬었음 인구,PERSON,37.8,만명,,월,대한민국,20대 인구,{},"[""쉬었음 인구"", ""20대 인구"", ""대한민국""]",PRE_VERIFICATION,CLAIM_PARSE_UNCERTAIN|MISSING_TIME,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,CLAIM_PARSE_UNCERTAIN|MISSING_TIME,사전 구조화,N,,
claim_22d76b35abe5866e,INTERMEDIATE_VALIDATION,지난 1~10일 반도체 수출액은 36억2900만달러로 전년 동월 대비 22% 뛰었다.,NO_HARD_GUARD_CANDIDATE,수출액,CURRENCY,3629000000.0,달러,2025-06-01/2025-06-10,월,,,"{""품목"": [""반도체""]}","[""수출액"", ""반도체""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_23417092da19f631,RULE_DISCOVERY,취업자 수 증가 폭은 올해 들어 5월(24만5000명)을 제외하고 매달 10만명대를 맴돌다가 9월 들어 크게 늘었다.,AS_OF_UNAVAILABLE,취업자 수,PERSON,245000.0,명,2025,년,,,{},"[""취업자 수""]",COORDINATE_READY,,1,PASS,PASS,PASS,PASS,PASS,PASS,HOLD,미도달,0,1,0,1,HOLD,UNDETERMINED,AS_OF_UNAVAILABLE,공식값 조회,N,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1DA7001S&itmId=T30&prdSe=Y&startPrdDe=2025&endPrdDe=2025&objL1=0,567fc949b666ed562319e0547a45efd088f6ae743c25704f4361c02e722ebf4a
claim_297f5d4a6be813a9,RULE_DISCOVERY,"작년 전체 자동차 부품 수출액은 총 225억4700만달러(약 32조4300억원)로, 이 중 대미 수출 비중(36.5％)이 가장 컸다.",KOSIS_CATALOG_UNAVAILABLE,자동차 부품 수출액,CURRENCY,22547000000.0,달러,2024년,년,전체,,"{""item"": [""자동차 부품""], ""partner_share"": [""36.5%""], ""trade_partner"": [""미국""]}","[""자동차 부품 수출액"", ""자동차 부품"", ""36.5%"", ""미국"", ""전체""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_2ca7d994ac25a0f7,RULE_DISCOVERY,당시 대규모 추경을 편성해 2008년 4분기 –4.6%까지 추락한 한국 경제성장률을 2010년 6.3%로 ‘V자 반등’을 이뤄내는데 크게 역할을 했다는 평가를 받는다.,KOSIS_CATALOG_UNAVAILABLE,경제성장률,RATE,6.3,%,2010년,년,한국,,{},"[""경제성장률"", ""한국""]",COORDINATE_READY,,1,PASS,PASS,PASS,PASS,HOLD,HOLD,미도달,미도달,0,1,0,0,HOLD,UNDETERMINED,LOW_SEMANTIC_SCORE,후보 의미 비교,N,,
claim_2d1e921e3ec4a6fc,RULE_DISCOVERY,지난달 비경제활동인구 중 활동 상태를 ‘쉬었음’이라고 응답한 20대는 39만6000명으로 전년 동월 대비 2000명 늘었다.,KOSIS_CATALOG_UNAVAILABLE,비경제활동인구 중 활동 상태가 ‘쉬었음’인 인구,PERSON,396000.0,명,2025년 6월,월,,비경제활동인구,"{""연령"": [""20대""], ""활동 상태"": [""쉬었음""]}","[""비경제활동인구 중 활동 상태가 ‘쉬었음’인 인구"", ""20대"", ""쉬었음"", ""비경제활동인구""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_2e73dcbf5b0f952d,INTERMEDIATE_VALIDATION,"여기에 지난달 건설업 취업자 수가 192만1000명을 기록해, 코로나 팬데믹 당시였던 2021년 이후 3년 만에 200만명 아래로 떨어졌다.",NO_HARD_GUARD_CANDIDATE,취업자 수,PERSON,1921000.0,명,2025년 1월,월,,취업자,"{""산업"": [""건설업""]}","[""취업자 수"", ""건설업"", ""취업자""]",COORDINATE_READY,,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,1,1,1,AUTO,MATCH,WITHIN_TOLERANCE,완료,Y,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1DA7E06S_NEW&itmId=T30&prdSe=M&startPrdDe=202501&endPrdDe=202501&objL1=41,83e142b0e07317a88fd6838d4e958f7ee2ed973062cae2a451cf313ef1350d6d
claim_31c94718f1438b78,INTERMEDIATE_VALIDATION,"공정위는 자산총액이 전년도 명목 국내총생산(GDP)의 0.5% 이상(지난해는 10조4000억원)인 기업집단을 ‘상호출자제한 기업집단’으로, 자산 5조원 이상인 경우 ‘공시대상 기업집단’으로 지정한다.",MISSING_REQUIRED_SLOTS:time,상호출자제한 기업집단 지정 기준 자산총액,PERCENT,0.5,%,,,대한민국,기업집단,"{""기준"": [""전년도 명목 국내총생산(GDP) 대비""]}","[""상호출자제한 기업집단 지정 기준 자산총액"", ""전년도 명목 국내총생산(GDP) 대비"", ""기업집단"", ""대한민국""]",PRE_VERIFICATION,MISSING_TIME|MISSING_FREQUENCY,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,MISSING_TIME|MISSING_FREQUENCY,사전 구조화,N,,
claim_333ff0cee64de91c,RULE_DISCOVERY,1인 가구는 2021년 700만 가구를 넘어선 지 3년 만에 800만 가구를 돌파했다.,TARGET_NOT_FOUND_IN_SOURCE,1인 가구,UNKNOWN,,가구,2024,년,대한민국,1인 가구,{},"[""1인 가구"", ""대한민국""]",PRE_VERIFICATION,TARGET_NOT_FOUND_IN_SOURCE|MISSING_VALUE,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,TARGET_NOT_FOUND_IN_SOURCE|MISSING_VALUE,사전 구조화,N,,
claim_3375a461ad29e545,RULE_DISCOVERY,반면 국내 산업 중 가장 많은 인력을 고용하는 제조업은 지난달 취업자 수가 441만4000명으로 전년 동월 대비 8만3000명 줄었다.,NO_HARD_GUARD_CANDIDATE,취업자 수,PERSON,4414000.0,명,2025년 6월,월,국내,취업자,"{""industry"": [""제조업""]}","[""취업자 수"", ""제조업"", ""취업자"", ""국내""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_33a229c35a60058a,RULE_DISCOVERY,"올해 1분기 우리나라 성장률은 -0.2%로 역성장했는데, 설비 투자 성장률은 이보다 낮은 -0.4%였다.",KOSIS_CATALOG_UNAVAILABLE,우리나라 성장률,RATE,-0.2,%,2025년 1분기,분기,대한민국,,"{""항목"": [""전체 경제""]}","[""우리나라 성장률"", ""전체 경제"", ""대한민국""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_3548667ef4067f27,RULE_DISCOVERY,2023년 말 일반 정부 부채는 약 1217조원(GDP의 50.7%)이다.,KOSIS_CATALOG_UNAVAILABLE,일반 정부 부채,CURRENCY,1217.0,조원,2023년 말,년,,일반 정부,"{""GDP 대비 비율"": [""50.7%""]}","[""일반 정부 부채"", ""50.7%"", ""일반 정부""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_3a279cee0bf7df85,INTERMEDIATE_VALIDATION,"이 기간 실제 일한 날을 뜻하는 조업일수를 고려한 일평균 수출액은 28억1000만달러로, 작년 같은 기간 조업일수를 고려한 일평균 수출액(24억5000만달러)보다 15.% 늘었다.",RELATIVE_TIME_UNRESOLVED,수출액,CURRENCY,2810000000.0,달러,이 기간,일평균,,,"{""조업일수_고려"": [""예""]}","[""수출액"", ""예""]",COORDINATE_READY,,1,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,HUMAN_REVIEW,,RELATIVE_TIME_UNRESOLVED,최종 판정,N,,
claim_3b4c57d9172bc1c9,RULE_DISCOVERY,"한편, 지난해 현대차·기아 전체 수출 대수는 218만698대, 수출액은 533억6000만달러(약 78조원)로, 2년 연속 수출 200만대, 수출액 500억달러를 이어갔다.",TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,수출액,CURRENCY,53.36,십억 달러,2024,년,,현대차·기아 전체,"{""item"": [""자동차 수출""]}","[""수출액"", ""자동차 수출"", ""현대차·기아 전체""]",COORDINATE_READY,,1,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,HUMAN_REVIEW,,TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,최종 판정,N,,
claim_3e2801049ee55e9d,RULE_DISCOVERY,"2일 통계청이 발표한 ‘4월 소비자물가 동향’에 따르면, 지난달 소비자물가 지수는 116.38로 전년 동월 대비 2.1% 올랐다.",TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,소비자물가지수,INDEX,116.38,지수,2025년 4월,월,,,{},"[""소비자물가지수""]",PRE_VERIFICATION,TARGET_NOT_FOUND_IN_SOURCE|TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,TARGET_NOT_FOUND_IN_SOURCE|TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,사전 구조화,N,,
claim_3e98d7f3646f6d9b,RULE_DISCOVERY,17일 국가데이터처가 발표한 ‘9월 고용동향’에 따르면 지난달 15세 이상 취업자는 2915만4000명으로 전년 동월 대비 31만2000명 증가했다.,AS_OF_UNAVAILABLE,취업자,PERSON,29154000.0,명,2025년 9월,월,대한민국,15세 이상,"{""age"": [""15세 이상""]}","[""취업자"", ""15세 이상"", ""대한민국""]",COORDINATE_READY,,1,PASS,PASS,PASS,PASS,PASS,PASS,HOLD,미도달,0,1,0,1,HOLD,UNDETERMINED,AS_OF_UNAVAILABLE,공식값 조회,N,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1DA7001S&itmId=T30&prdSe=M&startPrdDe=202509&endPrdDe=202509&objL1=0,1ceb4e43788b02b212d8c82ea12e658ffb2b3f358d5b500b2d527ebc18ce35af
claim_41e97b8114d45aa9,RULE_DISCOVERY,지난해 우리나라 자동차 수출액(708억달러) 중에서 대미 수출액은 49%를 웃돌았다.,KOSIS_CATALOG_UNAVAILABLE,자동차 수출액 중 대미 수출액 비중,CURRENCY,,%,2024년,년,대한민국,,"{""product"": [""자동차""], ""trade_partner"": [""미국""]}","[""자동차 수출액 중 대미 수출액 비중"", ""자동차"", ""미국"", ""대한민국""]",PRE_VERIFICATION,TARGET_NOT_FOUND_IN_SOURCE|MISSING_VALUE,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,TARGET_NOT_FOUND_IN_SOURCE|MISSING_VALUE,사전 구조화,N,,
claim_4292bd4861a1b423,INTERMEDIATE_VALIDATION,"지난 2022년 폴란드에 48대, 2023년 말레이시아에 18대를 수출하는 등 누적 수출액만 78억달러(약 11조3700억원)에 달한다.",TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,누적 수출액,CURRENCY,7800000000.0,미국 달러,2025-01-18,월,,,"{""trade_partner_examples"": [""폴란드, 말레이시아""]}","[""누적 수출액"", ""폴란드, 말레이시아""]",PRE_VERIFICATION,TARGET_NOT_FOUND_IN_SOURCE|TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,TARGET_NOT_FOUND_IN_SOURCE|TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,사전 구조화,N,,
claim_4d7dc9ed0457a5f5,RULE_DISCOVERY,"같은 방식으로 비교했을 때 2023년까지만 해도 외국인과 노인 일자리 참여자 증가 규모는 11만8000명으로, 전체 취업자 증가 폭(32만7000명)보다 적었다.",LOW_SEMANTIC_SCORE,취업자 증가 폭,PERSON,327000.0,명,2023년,,,전체 취업자,"{""item"": [""취업자""]}","[""취업자 증가 폭"", ""취업자"", ""전체 취업자""]",PRE_VERIFICATION,MISSING_FREQUENCY,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,MISSING_FREQUENCY,사전 구조화,N,,
claim_4e7f395f77940f8f,RULE_DISCOVERY,생활 물가와 소비자물가 차이는 작년 상반기 0.6%포인트에서 하반기 0.1%포인트로 줄었다가 올해 1~5월 0.4%포인트로 다시 확대되는 추세다.,KOSIS_CATALOG_UNAVAILABLE,생활물가와 소비자물가의 차이,PERCENT_POINT,0.4,%포인트,2025년 1~5월,1~5월,,,"{""물가_유형"": [""생활물가와 소비자물가""]}","[""생활물가와 소비자물가의 차이"", ""생활물가와 소비자물가""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_HARD_GUARD_CANDIDATE,필수 조건 검사,N,,
claim_5095c98de43d1375,INTERMEDIATE_VALIDATION,"하지만 작년 8월 2.1%로 낮췄고, 수출 둔화세가 본격화한 작년 3분기(7~9월) 이후인 작년 11월에는 이를 1.9%로 내려잡았다.","목표 수치 1.9%와 기준 수치 2.1%는 명확하지만, 대명사 '이를'이 가리키는 구체적 지표가 문장에 명시되지 않음",,PERCENT,1.9,%,작년 11월,,,,{},[],PRE_VERIFICATION,CLAIM_PARSE_UNCERTAIN|MISSING_INDICATOR|MISSING_FREQUENCY,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,CLAIM_PARSE_UNCERTAIN|MISSING_INDICATOR|MISSING_FREQUENCY,사전 구조화,N,,
claim_51a6496f4aa68666,RULE_DISCOVERY,4일 통계청에 따르면 5월 소비자 물가 지수는 116.27(2020년을 100으로 본 상대적 지수)로 전년 동월 대비 1.9% 올랐다.,TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,소비자물가지수,INDEX,116.27,지수(2020년=100),2025년 5월,월,,,"{""base_period"": [""2020=100""]}","[""소비자물가지수"", ""2020=100""]",PRE_VERIFICATION,TARGET_NOT_FOUND_IN_SOURCE|TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,TARGET_NOT_FOUND_IN_SOURCE|TARGET_VALUE_NOT_IN_SOURCE_SENTENCE,사전 구조화,N,,
claim_51d22b2304b36c5e,RULE_DISCOVERY,특히 20대 쉬었음 인구는 39만6000명으로 전년 동월 대비 2000명 늘었다.,CLAIM_PARSE_UNCERTAIN,쉬었음 인구,PERSON,396000.0,명,,월,전국,20대,{},"[""쉬었음 인구"", ""20대"", ""전국""]",PRE_VERIFICATION,CLAIM_PARSE_UNCERTAIN|MISSING_TIME,0,미도달,미도달,미도달,미도달,미도달,미도달,미도달,미도달,0,0,0,0,PRE_VERIFICATION,,CLAIM_PARSE_UNCERTAIN|MISSING_TIME,사전 구조화,N,,
claim_535e5c9e6674fa0e,RULE_DISCOVERY,지난 1월(13만5000명)부터 4개월 연속으로 취업자 증가폭이 10만명대를 기록한 것이다.,FETCH_FAILED,취업자 증가폭,PERSON,100000.0,명,지난 1월부터 4개월 연속,월,,취업자,{},"[""취업자 증가폭"", ""취업자""]",COORDINATE_READY,,1,PASS,PASS,PASS,PASS,PASS,PASS,HOLD,미도달,0,1,0,1,HOLD,UNDETERMINED,FETCH_FAILED,공식값 조회,N,https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1DA7001S&itmId=T30&prdSe=M&startPrdDe=%EC%A7%80%EB%82%9C+1%EC%9B%94%EB%B6%80%ED%84%B0+4%EA%B0%9C%EC%9B%94+%EC%97%B0%EC%86%8D&endPrdDe=%EC%A7%80%EB%82%9C+1%EC%9B%94%EB%B6%80%ED%84%B0+4%EA%B0%9C%EC%9B%94+%EC%97%B0%EC%86%8D&objL1=0,
claim_57da797b1c0ab29f,RULE_DISCOVERY,"◇반도체로 2만불, 車로 3만불 시대… ‘4만불 엔진’은 안 보여 1만729달러(1994년)→2만162달러(2005년)→3만667달러(2014년). 한국 경제는 1인당 GDP가 1만달러 간격의 허들을 넘을 때마다 확실한 동력을 갖고 있었다.",KOSIS_CATALOG_UNAVAILABLE,1인당 GDP,CURRENCY,30667.0,달러,2014,년,한국,1인당,{},"[""1인당 GDP"", ""1인당"", ""한국""]",COORDINATE_READY,,1,PASS,PASS,PASS,HOLD,미도달,미도달,미도달,미도달,0,0,0,0,HOLD,UNDETERMINED,NO_EVIDENCE_COORDINATE_CANDIDATE,필수 조건 검사,N,,
